date,bank,from,to,rate
2019-03-29T00:00:00,Česká spořitelna,NZD,CZK,15.215
2019-03-29T00:00:00,Česká spořitelna,BGN,CZK,12.866
2019-03-29T00:00:00,Česká spořitelna,CZK,HUF,12.112403100775193
2019-03-29T00:00:00,Česká spořitelna,TND,CZK,7.425
2019-03-29T00:00:00,Česká spořitelna,PLN,CZK,5.854
2019-03-29T00:00:00,Česká spořitelna,RON,CZK,5.281
2019-03-29T00:00:00,Česká spořitelna,CZK,JPY,4.695276551788901
2019-03-29T00:00:00,Česká spořitelna,TRY,CZK,4.035
2019-03-29T00:00:00,Česká spořitelna,HRK,CZK,3.386
2019-03-29T00:00:00,Česká spořitelna,DKK,CZK,3.371
2019-03-29T00:00:00,Česká spořitelna,HKD,CZK,2.855
2019-03-29T00:00:00,Česká spořitelna,CZK,RUB,2.724201808870001
2019-03-29T00:00:00,Česká spořitelna,NOK,CZK,2.591
2019-03-29T00:00:00,Česká spořitelna,SEK,CZK,2.41
2019-03-29T00:00:00,Česká spořitelna,ZAR,CZK,1.527
2019-03-29T00:00:00,Česká spořitelna,CZK,ZAR,0.62266500622665
2019-03-29T00:00:00,Česká spořitelna,CZK,SEK,0.3947887879984209
2019-03-29T00:00:00,Česká spořitelna,CZK,NOK,0.36724201248622845
2019-03-29T00:00:00,Česká spořitelna,RUB,CZK,0.33884000000000003
2019-03-29T00:00:00,Česká spořitelna,CZK,HKD,0.33322225924691773
2019-03-29T00:00:00,Česká spořitelna,CZK,DKK,0.28216704288939054
2019-03-29T00:00:00,Česká spořitelna,CZK,HRK,0.2808988764044944
2019-03-29T00:00:00,Česká spořitelna,CZK,TRY,0.23579344494223062
2019-03-29T00:00:00,Česká spořitelna,JPY,CZK,0.20259
2019-03-29T00:00:00,Česká spořitelna,CZK,RON,0.18011527377521616
2019-03-29T00:00:00,Česká spořitelna,CZK,PLN,0.16249593760155998
2019-03-29T00:00:00,Česká spořitelna,CZK,TND,0.12810658467845248
2019-03-29T00:00:00,Česká spořitelna,HUF,CZK,0.07853
2019-03-29T00:00:00,Česká spořitelna,CZK,BGN,0.07393715341959334
2019-03-29T00:00:00,Česká spořitelna,CZK,NZD,0.06251953735542358
2019-03-29T00:00:00,Česká spořitelna,CZK,AUD,0.05998080614203455
2019-03-29T00:00:00,Česká spořitelna,CZK,CAD,0.05698005698005698
2019-03-29T00:00:00,Česká spořitelna,CZK,USD,0.042446623371110825
2019-03-29T00:00:00,Česká spořitelna,CZK,CHF,0.04230655328510386
2019-03-29T00:00:00,Česká spořitelna,CZK,EUR,0.0378000378000378
2019-03-29T00:00:00,Česká spořitelna,CZK,GBP,0.03244225279003374
2019-04-01T00:00:00,Česká spořitelna,GBP,CZK,29.14
2019-04-01T00:00:00,Česká spořitelna,EUR,CZK,25.175
2019-04-01T00:00:00,Česká spořitelna,CHF,CZK,22.506
2019-04-01T00:00:00,Česká spořitelna,USD,CZK,22.429
2019-04-01T00:00:00,Česká spořitelna,CAD,CZK,16.781
2019-04-01T00:00:00,Česká spořitelna,AUD,CZK,15.892
2019-04-01T00:00:00,Česká spořitelna,NZD,CZK,15.265
2019-04-01T00:00:00,Česká spořitelna,BGN,CZK,12.871
2019-04-01T00:00:00,Česká spořitelna,CZK,HUF,12.137395314965408
2019-04-01T00:00:00,Česká spořitelna,TND,CZK,7.447
2019-04-01T00:00:00,Česká spořitelna,PLN,CZK,5.851
2019-04-01T00:00:00,Česká spořitelna,RON,CZK,5.285
2019-04-01T00:00:00,Česká spořitelna,CZK,JPY,4.704775346977182
2019-04-01T00:00:00,Česká spořitelna,TRY,CZK,3.976
2019-04-01T00:00:00,Česká spořitelna,HRK,CZK,3.386
2019-04-01T00:00:00,Česká spořitelna,DKK,CZK,3.372
2019-04-01T00:00:00,Česká spořitelna,HKD,CZK,2.857
2019-04-01T00:00:00,Česká spořitelna,CZK,RUB,2.7408524050979857
2019-04-01T00:00:00,Česká spořitelna,NOK,CZK,2.6
2019-04-01T00:00:00,Česká spořitelna,SEK,CZK,2.418
2019-04-01T00:00:00,Česká spořitelna,ZAR,CZK,1.548
2019-04-01T00:00:00,Česká spořitelna,CZK,ZAR,0.6146281499692686
2019-04-01T00:00:00,Česká spořitelna,CZK,SEK,0.39339103068450043
2019-04-01T00:00:00,Česká spořitelna,CZK,NOK,0.365764447695684
2019-04-01T00:00:00,Česká spořitelna,RUB,CZK,0.33677999999999997
2019-04-01T00:00:00,Česká spořitelna,CZK,HKD,0.33288948069241014
2019-04-01T00:00:00,Česká spořitelna,CZK,DKK,0.2820874471086037
2019-04-01T00:00:00,Česká spořitelna,CZK,HRK,0.2808988764044944
2019-04-01T00:00:00,Česká spořitelna,CZK,TRY,0.23923444976076558
2019-04-01T00:00:00,Česká spořitelna,JPY,CZK,0.20218
2019-04-01T00:00:00,Česká spořitelna,CZK,RON,0.17998560115190784
2019-04-01T00:00:00,Česká spořitelna,CZK,PLN,0.16257519102584947
2019-04-01T00:00:00,Česká spořitelna,CZK,TND,0.12774655084312722
2019-04-01T00:00:00,Česká spořitelna,HUF,CZK,0.07837
2019-04-01T00:00:00,Česká spořitelna,CZK,BGN,0.07389890629618681
2019-04-01T00:00:00,Česká spořitelna,CZK,NZD,0.06231306081754737
2019-04-01T00:00:00,Česká spořitelna,CZK,AUD,0.059855150535703595
2019-04-01T00:00:00,Česká spořitelna,CZK,CAD,0.05668612890425714
2019-04-01T00:00:00,Česká spořitelna,CZK,USD,0.042410619619152636
2019-04-01T00:00:00,Česká spořitelna,CZK,CHF,0.042265426880811495
2019-04-01T00:00:00,Česká spořitelna,CZK,EUR,0.03778432706113504
2019-04-01T00:00:00,Česká spořitelna,CZK,GBP,0.032643468042044786
2019-04-02T00:00:00,Česká spořitelna,GBP,CZK,29.368
2019-04-02T00:00:00,Česká spořitelna,EUR,CZK,25.155
2019-04-02T00:00:00,Česká spořitelna,CHF,CZK,22.481
2019-04-02T00:00:00,Česká spořitelna,USD,CZK,22.41
2019-04-02T00:00:00,Česká spořitelna,CAD,CZK,16.776
2019-04-02T00:00:00,Česká spořitelna,AUD,CZK,15.966
2019-04-02T00:00:00,Česká spořitelna,NZD,CZK,15.286
2019-04-02T00:00:00,Česká spořitelna,BGN,CZK,12.862
2019-04-02T00:00:00,Česká spořitelna,CZK,HUF,12.152144853566655
2019-04-02T00:00:00,Česká spořitelna,TND,CZK,7.424
2019-04-02T00:00:00,Česká spořitelna,PLN,CZK,5.854
2019-04-02T00:00:00,Česká spořitelna,RON,CZK,5.282
2019-04-02T00:00:00,Česká spořitelna,CZK,JPY,4.716981132075472
2019-04-02T00:00:00,Česká spořitelna,TRY,CZK,4.054
2019-04-02T00:00:00,Česká spořitelna,HRK,CZK,3.387
2019-04-02T00:00:00,Česká spořitelna,DKK,CZK,3.37
2019-04-02T00:00:00,Česká spořitelna,HKD,CZK,2.855
2019-04-02T00:00:00,Česká spořitelna,CZK,RUB,2.7431079412974904
2019-04-02T00:00:00,Česká spořitelna,NOK,CZK,2.612
2019-04-02T00:00:00,Česká spořitelna,SEK,CZK,2.415
2019-04-02T00:00:00,Česká spořitelna,ZAR,CZK,1.581
2019-04-02T00:00:00,Česká spořitelna,CZK,ZAR,0.601684717208183
2019-04-02T00:00:00,Česká spořitelna,CZK,SEK,0.39385584875935403
2019-04-02T00:00:00,Česká spořitelna,CZK,NOK,0.3641660597232338
2019-04-02T00:00:00,Česká spořitelna,RUB,CZK,0.33651000000000003
2019-04-02T00:00:00,Česká spořitelna,CZK,HKD,0.33322225924691773
2019-04-02T00:00:00,Česká spořitelna,CZK,DKK,0.28224668360146765
2019-04-02T00:00:00,Česká spořitelna,CZK,HRK,0.2808199943836001
2019-04-02T00:00:00,Česká spořitelna,CZK,TRY,0.23463162834350074
2019-04-02T00:00:00,Česká spořitelna,JPY,CZK,0.20166
2019-04-02T00:00:00,Česká spořitelna,CZK,RON,0.18008283810552855
2019-04-02T00:00:00,Česká spořitelna,CZK,PLN,0.16249593760155998
2019-04-02T00:00:00,Česká spořitelna,CZK,TND,0.12813941568426448
2019-04-02T00:00:00,Česká spořitelna,HUF,CZK,0.07827
2019-04-02T00:00:00,Česká spořitelna,CZK,BGN,0.07395355716609969
2019-04-02T00:00:00,Česká spořitelna,CZK,NZD,0.06222775357809583
2019-04-02T00:00:00,Česká spořitelna,CZK,AUD,0.05957700327673518
2019-04-02T00:00:00,Česká spořitelna,CZK,CAD,0.056702200045361764
2019-04-02T00:00:00,Česká spořitelna,CZK,USD,0.042446623371110825
2019-04-02T00:00:00,Česká spořitelna,CZK,CHF,0.04231371387466678
2019-04-02T00:00:00,Česká spořitelna,CZK,EUR,0.03781433163168841
2019-04-02T00:00:00,Česká spořitelna,CZK,GBP,0.03238971302714258
2019-04-03T00:00:00,Česká spořitelna,GBP,CZK,29.233
2019-04-03T00:00:00,Česká spořitelna,EUR,CZK,25.106
2019-04-03T00:00:00,Česká spořitelna,CHF,CZK,22.436
2019-04-03T00:00:00,Česká spořitelna,USD,CZK,22.413
2019-04-03T00:00:00,Česká spořitelna,CAD,CZK,16.811
2019-04-03T00:00:00,Česká spořitelna,AUD,CZK,15.842
2019-04-03T00:00:00,Česká spořitelna,NZD,CZK,15.131
2019-04-03T00:00:00,Česká spořitelna,BGN,CZK,12.839
2019-04-03T00:00:00,Česká spořitelna,CZK,HUF,12.178784557301181
2019-04-03T00:00:00,Česká spořitelna,TND,CZK,7.433
2019-04-03T00:00:00,Česká spořitelna,PLN,CZK,5.845
2019-04-03T00:00:00,Česká spořitelna,RON,CZK,5.276
2019-04-03T00:00:00,Česká spořitelna,CZK,JPY,4.725897920604915
2019-04-03T00:00:00,Česká spořitelna,TRY,CZK,4.018
2019-04-03T00:00:00,Česká spořitelna,HRK,CZK,3.38
2019-04-03T00:00:00,Česká spořitelna,DKK,CZK,3.363
2019-04-03T00:00:00,Česká spořitelna,HKD,CZK,2.855
2019-04-03T00:00:00,Česká spořitelna,CZK,RUB,2.7394258163488936
2019-04-03T00:00:00,Česká spořitelna,NOK,CZK,2.603
2019-04-03T00:00:00,Česká spořitelna,SEK,CZK,2.403
2019-04-03T00:00:00,Česká spořitelna,ZAR,CZK,1.579
2019-04-03T00:00:00,Česká spořitelna,CZK,ZAR,0.6024096385542169
2019-04-03T00:00:00,Česká spořitelna,CZK,SEK,0.39588281868566905
2019-04-03T00:00:00,Česká spořitelna,CZK,NOK,0.36536353671903543
2019-04-03T00:00:00,Česká spořitelna,RUB,CZK,0.33696
2019-04-03T00:00:00,Česká spořitelna,CZK,HKD,0.33311125916055967
2019-04-03T00:00:00,Česká spořitelna,CZK,DKK,0.2828854314002829
2019-04-03T00:00:00,Česká spořitelna,CZK,HRK,0.28137310073157007
2019-04-03T00:00:00,Česká spořitelna,CZK,TRY,0.23674242424242423
2019-04-03T00:00:00,Česká spořitelna,JPY,CZK,0.20128000000000001
2019-04-03T00:00:00,Česká spořitelna,CZK,RON,0.1802776275464215
2019-04-03T00:00:00,Česká spořitelna,CZK,PLN,0.16276041666666666
2019-04-03T00:00:00,Česká spořitelna,CZK,TND,0.1279754287176862
2019-04-03T00:00:00,Česká spořitelna,HUF,CZK,0.07811
2019-04-03T00:00:00,Česká spořitelna,CZK,BGN,0.0740905386382159
2019-04-03T00:00:00,Česká spořitelna,CZK,NZD,0.0628654051675363
2019-04-03T00:00:00,Česká spořitelna,CZK,AUD,0.060045634682358594
2019-04-03T00:00:00,Česká spořitelna,CZK,CAD,0.05658348893792792
2019-04-03T00:00:00,Česká spořitelna,CZK,USD,0.04243941773118873
2019-04-03T00:00:00,Česká spořitelna,CZK,CHF,0.042398032731281274
2019-04-03T00:00:00,Česká spořitelna,CZK,EUR,0.03788739865120861
2019-04-03T00:00:00,Česká spořitelna,CZK,GBP,0.032539372640895486
2019-04-04T00:00:00,Česká spořitelna,GBP,CZK,29.338
2019-04-04T00:00:00,Česká spořitelna,EUR,CZK,25.077
2019-04-04T00:00:00,Česká spořitelna,CHF,CZK,22.405
2019-04-04T00:00:00,Česká spořitelna,USD,CZK,22.309
2019-04-04T00:00:00,Česká spořitelna,CAD,CZK,16.733
2019-04-04T00:00:00,Česká spořitelna,AUD,CZK,15.887
2019-04-04T00:00:00,Česká spořitelna,NZD,CZK,15.14
2019-04-04T00:00:00,Česká spořitelna,BGN,CZK,12.82
2019-04-04T00:00:00,Česká spořitelna,CZK,HUF,12.143290831815422
2019-04-04T00:00:00,Česká spořitelna,TND,CZK,7.4
2019-04-04T00:00:00,Česká spořitelna,PLN,CZK,5.847
2019-04-04T00:00:00,Česká spořitelna,RON,CZK,5.274
2019-04-04T00:00:00,Česká spořitelna,CZK,JPY,4.749465685110425
2019-04-04T00:00:00,Česká spořitelna,TRY,CZK,3.97
2019-04-04T00:00:00,Česká spořitelna,HRK,CZK,3.376
2019-04-04T00:00:00,Česká spořitelna,DKK,CZK,3.36
2019-04-04T00:00:00,Česká spořitelna,HKD,CZK,2.842
2019-04-04T00:00:00,Česká spořitelna,CZK,RUB,2.7421300866513105
2019-04-04T00:00:00,Česká spořitelna,NOK,CZK,2.605
2019-04-04T00:00:00,Česká spořitelna,SEK,CZK,2.404
2019-04-04T00:00:00,Česká spořitelna,ZAR,CZK,1.574
2019-04-04T00:00:00,Česká spořitelna,CZK,ZAR,0.6042296072507553
2019-04-04T00:00:00,Česká spořitelna,CZK,SEK,0.39556962025316456
2019-04-04T00:00:00,Česká spořitelna,CZK,NOK,0.36509675063891933
2019-04-04T00:00:00,Česká spořitelna,RUB,CZK,0.33663
2019-04-04T00:00:00,Česká spořitelna,CZK,HKD,0.33467202141900937
2019-04-04T00:00:00,Česká spořitelna,CZK,DKK,0.28312570781426954
2019-04-04T00:00:00,Česká spořitelna,CZK,HRK,0.2817695125387433
2019-04-04T00:00:00,Česká spořitelna,CZK,TRY,0.23963575365444523
2019-04-04T00:00:00,Česká spořitelna,JPY,CZK,0.20027999999999999
2019-04-04T00:00:00,Česká spořitelna,CZK,RON,0.18037518037518038
2019-04-04T00:00:00,Česká spořitelna,CZK,PLN,0.16268098259313485
2019-04-04T00:00:00,Česká spořitelna,CZK,TND,0.12853470437017994
2019-04-04T00:00:00,Česká spořitelna,HUF,CZK,0.07833999999999999
2019-04-04T00:00:00,Česká spořitelna,CZK,BGN,0.07420048972323218
2019-04-04T00:00:00,Česká spořitelna,CZK,NZD,0.06282985674792661
2019-04-04T00:00:00,Česká spořitelna,CZK,AUD,0.059873069093521726
2019-04-04T00:00:00,Česká spořitelna,CZK,CAD,0.0568472514353931
2019-04-04T00:00:00,Česká spořitelna,CZK,USD,0.04263846842621413
2019-04-04T00:00:00,Česká spořitelna,CZK,CHF,0.04245563386261357
2019-04-04T00:00:00,Česká spořitelna,CZK,EUR,0.03793195008155369
2019-04-04T00:00:00,Česká spořitelna,CZK,GBP,0.03242331885091758
2019-04-05T00:00:00,Česká spořitelna,GBP,CZK,29.262
2019-04-05T00:00:00,Česká spořitelna,EUR,CZK,25.038
2019-04-05T00:00:00,Česká spořitelna,CHF,CZK,22.334
2019-04-05T00:00:00,Česká spořitelna,USD,CZK,22.325
2019-04-05T00:00:00,Česká spořitelna,CAD,CZK,16.712
2019-04-05T00:00:00,Česká spořitelna,AUD,CZK,15.878
2019-04-05T00:00:00,Česká spořitelna,NZD,CZK,15.085
2019-04-05T00:00:00,Česká spořitelna,BGN,CZK,12.802
2019-04-05T00:00:00,Česká spořitelna,CZK,HUF,12.1654501216545
2019-04-05T00:00:00,Česká spořitelna,TND,CZK,7.426
2019-04-05T00:00:00,Česká spořitelna,PLN,CZK,5.837
2019-04-05T00:00:00,Česká spořitelna,RON,CZK,5.271
2019-04-05T00:00:00,Česká spořitelna,CZK,JPY,4.7521741196597445
2019-04-05T00:00:00,Česká spořitelna,TRY,CZK,4.004
2019-04-05T00:00:00,Česká spořitelna,HRK,CZK,3.371
2019-04-05T00:00:00,Česká spořitelna,DKK,CZK,3.354
2019-04-05T00:00:00,Česká spořitelna,HKD,CZK,2.844
2019-04-05T00:00:00,Česká spořitelna,CZK,RUB,2.7517886626307098
2019-04-05T00:00:00,Česká spořitelna,NOK,CZK,2.601
2019-04-05T00:00:00,Česká spořitelna,SEK,CZK,2.408
2019-04-05T00:00:00,Česká spořitelna,ZAR,CZK,1.579
2019-04-05T00:00:00,Česká spořitelna,CZK,ZAR,0.6024096385542169
2019-04-05T00:00:00,Česká spořitelna,CZK,SEK,0.3951007506914263
2019-04-05T00:00:00,Česká spořitelna,CZK,NOK,0.365764447695684
2019-04-05T00:00:00,Česká spořitelna,RUB,CZK,0.33545
2019-04-05T00:00:00,Česká spořitelna,CZK,HKD,0.33444816053511706
2019-04-05T00:00:00,Česká spořitelna,CZK,DKK,0.2836074872376631
2019-04-05T00:00:00,Česká spořitelna,CZK,HRK,0.28216704288939054
2019-04-05T00:00:00,Česká spořitelna,CZK,TRY,0.23758612497030177
2019-04-05T00:00:00,Česká spořitelna,JPY,CZK,0.20017
2019-04-05T00:00:00,Česká spořitelna,CZK,RON,0.18047283883775492
2019-04-05T00:00:00,Česká spořitelna,CZK,PLN,0.16294606485253382
2019-04-05T00:00:00,Česká spořitelna,CZK,TND,0.1280901754835404
2019-04-05T00:00:00,Česká spořitelna,HUF,CZK,0.07819
2019-04-05T00:00:00,Česká spořitelna,CZK,BGN,0.0743052459503641
2019-04-05T00:00:00,Česká spořitelna,CZK,NZD,0.06305567816381866
2019-04-05T00:00:00,Česká spořitelna,CZK,AUD,0.05990893841361131
2019-04-05T00:00:00,Česká spořitelna,CZK,CAD,0.056918435881381985
2019-04-05T00:00:00,Česká spořitelna,CZK,USD,0.0426075841499787
2019-04-05T00:00:00,Česká spořitelna,CZK,CHF,0.04258943781942078
2019-04-05T00:00:00,Česká spořitelna,CZK,EUR,0.03799103411594864
2019-04-05T00:00:00,Česká spořitelna,CZK,GBP,0.03250658258297305
