from,to,rate,bank,date,market_rate,hidden_fee
AUD,CZK,15.87,Česká spořitelna,2019-04-16,16.20863,0.3386300000000002
CZK,AUD,0.05993766482857828,Česká spořitelna,2019-04-16,0.0617,0.0017623351714217209
GBP,CZK,28.995,Česká spořitelna,2019-04-16,29.70001,0.7050099999999979
CZK,GBP,0.032806246309297286,Česká spořitelna,2019-04-16,0.03367,0.0008637536907027121
BGN,CZK,12.786,Česká spořitelna,2019-04-16,13.1101,0.3240999999999996
CZK,BGN,0.07439369141496803,Česká spořitelna,2019-04-16,0.07628,0.0018863085850319705
DKK,CZK,3.35,Česká spořitelna,2019-04-16,3.4365300000000003,0.08653000000000022
CZK,DKK,0.2839295854628052,Česká spořitelna,2019-04-16,0.29099,0.0070604145371948035
EUR,CZK,25.009,Česká spořitelna,2019-04-16,25.6415,0.6325000000000003
CZK,EUR,0.03803582975162603,Česká spořitelna,2019-04-16,0.039,0.0009641702483739675
HKD,CZK,2.822,Česká spořitelna,2019-04-16,2.89247,0.07046999999999981
CZK,HKD,0.3370407819346141,Česká spořitelna,2019-04-16,0.34573000000000004,0.008689218065385917
HRK,CZK,3.362,Česká spořitelna,2019-04-16,3.44806,0.0860599999999998
CZK,HRK,0.2829654782116582,Česká spořitelna,2019-04-16,0.29002,0.0070545217883418165
JPY,CZK,0.19744,Česká spořitelna,2019-04-16,0.2026,0.005159999999999998
CZK,JPY,4.817883985353633,Česká spořitelna,2019-04-16,4.93575,0.11786601464636703
ZAR,CZK,1.581,Česká spořitelna,2019-04-16,1.6143100000000001,0.03331000000000017
CZK,ZAR,0.601684717208183,Česká spořitelna,2019-04-16,0.61946,0.01777528279181706
CAD,CZK,16.627,Česká spořitelna,2019-04-16,16.93986,0.3128600000000006
CZK,CAD,0.05721151095600435,Česká spořitelna,2019-04-16,0.05902999999999999,0.00181848904399564
HUF,CZK,0.07801999999999999,Česká spořitelna,2019-04-16,0.08009,0.0020700000000000024
CZK,HUF,12.1921482565228,Česká spořitelna,2019-04-16,12.48523,0.29308174347719884
NOK,CZK,2.605,Česká spořitelna,2019-04-16,2.67036,0.06536000000000008
CZK,NOK,0.3652300949598247,Česká spořitelna,2019-04-16,0.37448000000000004,0.00924990504017531
NZD,CZK,14.947000000000001,Česká spořitelna,2019-04-16,15.32594,0.3789399999999983
CZK,NZD,0.06364157067396424,Česká spořitelna,2019-04-16,0.06525,0.0016084293260357624
PLN,CZK,5.851,Česká spořitelna,2019-04-16,5.9985,0.14749999999999996
CZK,PLN,0.16257519102584947,Česká spořitelna,2019-04-16,0.16671,0.004134808974150528
RON,CZK,5.254,Česká spořitelna,2019-04-16,5.38693,0.13293000000000088
CZK,RON,0.18102824040550325,Česká spořitelna,2019-04-16,0.18563,0.0046017595944967404
RUB,CZK,0.33888,Česká spořitelna,2019-04-16,0.35265,0.013770000000000004
CZK,RUB,2.7239049901939416,Česká spořitelna,2019-04-16,2.83564,0.11173500980605855
SEK,CZK,2.39,Česká spořitelna,2019-04-16,2.44706,0.05705999999999989
CZK,SEK,0.3980891719745223,Česká spořitelna,2019-04-16,0.40865,0.010560828025477698
CHF,CZK,22.045,Česká spořitelna,2019-04-16,22.59163,0.5466299999999968
CZK,CHF,0.04314994606256742,Česká spořitelna,2019-04-16,0.04426,0.0011100539374325827
TND,CZK,7.385,Česká spořitelna,2019-04-16,7.57211,0.18711000000000055
CZK,TND,0.1287995878413189,Česká spořitelna,2019-04-16,0.13205999999999998,0.0032604121586810864
TRY,CZK,3.8089999999999997,Česká spořitelna,2019-04-16,3.9043300000000003,0.09533000000000058
CZK,TRY,0.24968789013732834,Česká spořitelna,2019-04-16,0.25613,0.0064421098626716855
USD,CZK,22.122,Česká spořitelna,2019-04-16,22.67734,0.555340000000001
CZK,USD,0.042999656002751976,Česká spořitelna,2019-04-16,0.0441,0.001100343997248024
EUR,CZK,24.9451,Komerční banka,2019-04-16,25.6415,0.6964000000000006
CZK,EUR,0.037965072133637055,Komerční banka,2019-04-16,0.039,0.0010349278663629446
GBP,CZK,28.9062,Komerční banka,2019-04-16,29.70001,0.7938100000000006
CZK,GBP,0.03274287024000524,Komerční banka,2019-04-16,0.03367,0.0009271297599947603
USD,CZK,22.0564,Komerční banka,2019-04-16,22.67734,0.6209400000000009
CZK,USD,0.04291127236213682,Komerční banka,2019-04-16,0.0441,0.0011887276378631795
AUD,CZK,15.8088,Komerční banka,2019-04-16,16.20863,0.3998299999999997
CZK,AUD,0.059870201403357526,Komerční banka,2019-04-16,0.0617,0.001829798596642472
BGN,CZK,12.7504,Komerční banka,2019-04-16,13.1101,0.35969999999999835
CZK,BGN,0.07423023248908815,Komerční banka,2019-04-16,0.07628,0.0020497675109118485
CAD,CZK,16.4865,Komerční banka,2019-04-16,16.93986,0.45336
CZK,CAD,0.05740890641774165,Komerční banka,2019-04-16,0.05902999999999999,0.0016210935822583428
CNY,CZK,3.2116,Komerční banka,2019-04-16,3.3797699999999997,0.16816999999999993
CZK,CNY,0.2817218841559612,Komerční banka,2019-04-16,0.29588000000000003,0.01415811584403881
DKK,CZK,3.3407,Komerční banka,2019-04-16,3.4365300000000003,0.0958300000000003
CZK,DKK,0.28331019633396604,Komerční banka,2019-04-16,0.29099,0.007679803666033991
HRK,CZK,3.3539,Komerční banka,2019-04-16,3.44806,0.09416000000000002
CZK,HRK,0.28220685762664033,Komerční banka,2019-04-16,0.29002,0.007813142373359672
HUF,CZK,0.07780000000000001,Komerční banka,2019-04-16,0.08009,0.0022899999999999865
CZK,HUF,12.165450121654501,Komerční banka,2019-04-16,12.48523,0.31977987834549815
CHF,CZK,21.9848,Komerční banka,2019-04-16,22.59163,0.6068299999999986
CZK,CHF,0.043051118898580175,Komerční banka,2019-04-16,0.04426,0.0012088811014198259
JPY,CZK,0.196628,Komerční banka,2019-04-16,0.2026,0.005972000000000005
CZK,JPY,4.799086253977244,Komerční banka,2019-04-16,4.93575,0.136663746022756
NOK,CZK,2.5944,Komerční banka,2019-04-16,2.67036,0.07596000000000025
CZK,NOK,0.3648037355902524,Komerční banka,2019-04-16,0.37448000000000004,0.009676264409747615
PLN,CZK,5.8339,Komerční banka,2019-04-16,5.9985,0.16460000000000008
CZK,PLN,0.16223494865263874,Komerční banka,2019-04-16,0.16671,0.0044750513473612585
RON,CZK,5.2394,Komerční banka,2019-04-16,5.38693,0.1475300000000006
CZK,RON,0.18064236424726327,Komerční banka,2019-04-16,0.18563,0.004987635752736724
RUB,CZK,0.334875,Komerční banka,2019-04-16,0.35265,0.01777500000000004
CZK,RUB,2.7017899358324886,Komerční banka,2019-04-16,2.83564,0.13385006416751155
SEK,CZK,2.3812,Komerční banka,2019-04-16,2.44706,0.06585999999999981
CZK,SEK,0.3974878766197631,Komerční banka,2019-04-16,0.40865,0.011162123380236921
TRY,CZK,3.7934,Komerční banka,2019-04-16,3.9043300000000003,0.1109300000000002
CZK,TRY,0.249500998003992,Komerční banka,2019-04-16,0.25613,0.0066290019960080215
AUD,CZK,15.807,ČSOB,2019-04-16,16.20863,0.40162999999999904
CZK,AUD,0.06019382411364594,ČSOB,2019-04-16,0.0617,0.001506175886354058
CNY,CZK,3.177,ČSOB,2019-04-16,3.3797699999999997,0.20276999999999967
CZK,CNY,0.2790957298353335,ČSOB,2019-04-16,0.29588000000000003,0.016784270164666548
DKK,CZK,3.35,ČSOB,2019-04-16,3.4365300000000003,0.08653000000000022
CZK,DKK,0.2840909090909091,ČSOB,2019-04-16,0.29099,0.00689909090909091
EUR,CZK,25.005,ČSOB,2019-04-16,25.6415,0.6365000000000016
CZK,EUR,0.038058991436726926,ČSOB,2019-04-16,0.039,0.0009410085632730741
HRK,CZK,3.361,ČSOB,2019-04-16,3.44806,0.0870599999999997
CZK,HRK,0.28304557033682426,ČSOB,2019-04-16,0.29002,0.006974429663175741
JPY,CZK,0.19752999999999998,ČSOB,2019-04-16,0.2026,0.005070000000000019
CZK,JPY,4.815795810257645,ČSOB,2019-04-16,4.93575,0.11995418974235506
CAD,CZK,16.529,ČSOB,2019-04-16,16.93986,0.41085999999999956
CZK,CAD,0.05755726948313573,ČSOB,2019-04-16,0.05902999999999999,0.0014727305168642651
HUF,CZK,0.07804,ČSOB,2019-04-16,0.08009,0.0020499999999999963
CZK,HUF,12.181751735899622,ČSOB,2019-04-16,12.48523,0.30347826410037726
NOK,CZK,2.603,ČSOB,2019-04-16,2.67036,0.06735999999999986
CZK,NOK,0.36549707602339176,ČSOB,2019-04-16,0.37448000000000004,0.00898292397660827
PLN,CZK,5.848,ČSOB,2019-04-16,5.9985,0.15050000000000008
CZK,PLN,0.1626280696048138,ČSOB,2019-04-16,0.16671,0.004081930395186201
RON,CZK,5.252000000000001,ČSOB,2019-04-16,5.38693,0.13492999999999977
CZK,RON,0.1810610175629187,ČSOB,2019-04-16,0.18563,0.004568982437081287
RUB,CZK,0.33139,ČSOB,2019-04-16,0.35265,0.02126
CZK,RUB,2.674511901577962,ČSOB,2019-04-16,2.83564,0.16112809842203824
SEK,CZK,2.385,ČSOB,2019-04-16,2.44706,0.062060000000000226
CZK,SEK,0.3987240829346093,ČSOB,2019-04-16,0.40865,0.0099259170653907
CHF,CZK,22.039,ČSOB,2019-04-16,22.59163,0.5526299999999971
CZK,CHF,0.04318535152876145,ČSOB,2019-04-16,0.04426,0.0010746484712385526
TRY,CZK,3.67,ČSOB,2019-04-16,3.9043300000000003,0.23433000000000037
CZK,TRY,0.2413127413127413,ČSOB,2019-04-16,0.25613,0.014817258687258722
USD,CZK,22.124000000000002,ČSOB,2019-04-16,22.67734,0.5533399999999986
CZK,USD,0.043007053156717705,ČSOB,2019-04-16,0.0441,0.0010929468432822956
GBP,CZK,28.963,ČSOB,2019-04-16,29.70001,0.737009999999998
CZK,GBP,0.03284827382321059,ČSOB,2019-04-16,0.03367,0.0008217261767894113
AUD,CZK,15.748,Raiffeisenbank,2019-04-16,16.20863,0.4606300000000001
CZK,AUD,0.059633848172222566,Raiffeisenbank,2019-04-16,0.0617,0.002066151827777432
BGN,CZK,12.7,Raiffeisenbank,2019-04-16,13.1101,0.4100999999999999
CZK,BGN,0.07394808844191378,Raiffeisenbank,2019-04-16,0.07628,0.002331911558086222
CAD,CZK,16.428,Raiffeisenbank,2019-04-16,16.93986,0.5118599999999986
CZK,CAD,0.05716245569909684,Raiffeisenbank,2019-04-16,0.05902999999999999,0.0018675443009031553
CHF,CZK,21.898000000000003,Raiffeisenbank,2019-04-16,22.59163,0.6936299999999953
CZK,CHF,0.042885324641907537,Raiffeisenbank,2019-04-16,0.04426,0.0013746753580924642
CNY,CZK,3.248,Raiffeisenbank,2019-04-16,3.3797699999999997,0.1317699999999995
CZK,CNY,0.2845759817871372,Raiffeisenbank,2019-04-16,0.29588000000000003,0.01130401821286281
DKK,CZK,3.327,Raiffeisenbank,2019-04-16,3.4365300000000003,0.10953000000000035
CZK,DKK,0.28224668360146765,Raiffeisenbank,2019-04-16,0.29099,0.008743316398532375
EUR,CZK,24.873,Raiffeisenbank,2019-04-16,25.6415,0.7684999999999995
CZK,EUR,0.03786874692316431,Raiffeisenbank,2019-04-16,0.039,0.0011312530768356893
GBP,CZK,28.796,Raiffeisenbank,2019-04-16,29.70001,0.9040099999999995
CZK,GBP,0.032611531437516314,Raiffeisenbank,2019-04-16,0.03367,0.0010584685624836845
HRK,CZK,3.338,Raiffeisenbank,2019-04-16,3.44806,0.11005999999999982
CZK,HRK,0.2812939521800281,Raiffeisenbank,2019-04-16,0.29002,0.008726047819971883
HUF,CZK,0.07753,Raiffeisenbank,2019-04-16,0.08009,0.002559999999999993
CZK,HUF,12.113870381586914,Raiffeisenbank,2019-04-16,12.48523,0.37135961841308607
JPY,CZK,0.19618,Raiffeisenbank,2019-04-16,0.2026,0.006420000000000009
CZK,JPY,4.786979415988512,Raiffeisenbank,2019-04-16,4.93575,0.1487705840114879
NOK,CZK,2.5839999999999996,Raiffeisenbank,2019-04-16,2.67036,0.08636000000000044
CZK,NOK,0.3633720930232559,Raiffeisenbank,2019-04-16,0.37448000000000004,0.01110790697674413
NZD,CZK,14.833,Raiffeisenbank,2019-04-16,15.32594,0.49293999999999905
CZK,NZD,0.06331117442228554,Raiffeisenbank,2019-04-16,0.06525,0.0019388255777144647
PLN,CZK,5.811,Raiffeisenbank,2019-04-16,5.9985,0.1875
CZK,PLN,0.16162922256343945,Raiffeisenbank,2019-04-16,0.16671,0.005080777436560546
RON,CZK,5.218999999999999,Raiffeisenbank,2019-04-16,5.38693,0.16793000000000102
CZK,RON,0.17995321216483712,Raiffeisenbank,2019-04-16,0.18563,0.005676787835162872
RUB,CZK,0.34143,Raiffeisenbank,2019-04-16,0.35265,0.011220000000000008
CZK,RUB,2.7505019666089057,Raiffeisenbank,2019-04-16,2.83564,0.08513803339109449
SEK,CZK,2.372,Raiffeisenbank,2019-04-16,2.44706,0.07506000000000013
CZK,SEK,0.39588281868566905,Raiffeisenbank,2019-04-16,0.40865,0.012767181314330966
TRY,CZK,3.7760000000000002,Raiffeisenbank,2019-04-16,3.9043300000000003,0.12833000000000006
CZK,TRY,0.2487562189054727,Raiffeisenbank,2019-04-16,0.25613,0.007373781094527326
USD,CZK,22.002,Raiffeisenbank,2019-04-16,22.67734,0.675340000000002
CZK,USD,0.042811884579159167,Raiffeisenbank,2019-04-16,0.0441,0.0012881154208408338
AUD,CZK,15.86227,Fio banka,2019-04-16,16.20863,0.3463599999999989
CZK,AUD,0.05996738973346294,Fio banka,2019-04-16,0.0617,0.0017326102665370588
CAD,CZK,16.614,Fio banka,2019-04-16,16.93986,0.3258599999999987
CZK,CAD,0.05725406088740359,Fio banka,2019-04-16,0.05902999999999999,0.0017759391125964016
DKK,CZK,3.3505800000000003,Fio banka,2019-04-16,3.4365300000000003,0.08594999999999997
CZK,DKK,0.2838957307760006,Fio banka,2019-04-16,0.29099,0.0070942692239994165
EUR,CZK,25.003870000000003,Fio banka,2019-04-16,25.6415,0.6376299999999979
CZK,EUR,0.03804287660450587,Fio banka,2019-04-16,0.039,0.0009571233954941277
GBP,CZK,28.9731,Fio banka,2019-04-16,29.70001,0.7269100000000002
CZK,GBP,0.032831115755619616,Fio banka,2019-04-16,0.03367,0.0008388842443803821
HRK,CZK,3.3642300000000005,Fio banka,2019-04-16,3.44806,0.0838299999999994
CZK,HRK,0.2827438595102311,Fio banka,2019-04-16,0.29002,0.007276140489768879
HUF,CZK,0.07804,Fio banka,2019-04-16,0.08009,0.0020499999999999963
CZK,HUF,12.186205215695837,Fio banka,2019-04-16,12.48523,0.29902478430416224
CHF,CZK,22.0428,Fio banka,2019-04-16,22.59163,0.5488299999999988
CZK,CHF,0.04315327915295291,Fio banka,2019-04-16,0.04426,0.0011067208470470907
JPY,CZK,0.19738,Fio banka,2019-04-16,0.2026,0.005220000000000002
CZK,JPY,4.81881264456438,Fio banka,2019-04-16,4.93575,0.11693735543561967
NOK,CZK,2.60471,Fio banka,2019-04-16,2.67036,0.06565000000000021
CZK,NOK,0.3651914150802143,Fio banka,2019-04-16,0.37448000000000004,0.009288584919785736
PLN,CZK,5.85,Fio banka,2019-04-16,5.9985,0.1485000000000003
CZK,PLN,0.16260136162380226,Fio banka,2019-04-16,0.16671,0.004108638376197737
RUB,CZK,0.34202,Fio banka,2019-04-16,0.35265,0.010630000000000028
CZK,RUB,2.753455586761386,Fio banka,2019-04-16,2.83564,0.08218441323861425
SEK,CZK,2.38923,Fio banka,2019-04-16,2.44706,0.05783000000000005
CZK,SEK,0.3981256245595736,Fio banka,2019-04-16,0.40865,0.010524375440426392
USD,CZK,22.113970000000002,Fio banka,2019-04-16,22.67734,0.563369999999999
CZK,USD,0.04301439734893666,Fio banka,2019-04-16,0.0441,0.0010856026510633401
PLN,CZK,5.82,mBank,2019-04-16,5.9985,0.17849999999999966
CZK,PLN,0.16181229773462785,mBank,2019-04-16,0.16671,0.004897702265372145
USD,CZK,22.0012,mBank,2019-04-16,22.67734,0.6761400000000002
CZK,USD,0.042804187961750166,mBank,2019-04-16,0.0441,0.0012958120382498342
AUD,CZK,15.7818,mBank,2019-04-16,16.20863,0.42682999999999893
CZK,AUD,0.05967299200381908,mBank,2019-04-16,0.0617,0.00202700799618092
CAD,CZK,16.5289,mBank,2019-04-16,16.93986,0.4109599999999993
CZK,CAD,0.056975836547720114,mBank,2019-04-16,0.05902999999999999,0.002054163452279878
EUR,CZK,24.8746,mBank,2019-04-16,25.6415,0.7668999999999997
CZK,EUR,0.037859857949812975,mBank,2019-04-16,0.039,0.001140142050187025
HUF,CZK,0.077644,mBank,2019-04-16,0.08009,0.00244599999999999
CZK,HUF,12.129151201998885,mBank,2019-04-16,12.48523,0.3560787980011142
GBP,CZK,28.8225,mBank,2019-04-16,29.70001,0.8775099999999973
CZK,GBP,0.032674079326129785,mBank,2019-04-16,0.03367,0.000995920673870214
JPY,CZK,0.19635899999999998,mBank,2019-04-16,0.2026,0.006241000000000024
CZK,JPY,4.796048056401525,mBank,2019-04-16,4.93575,0.13970194359847454
DKK,CZK,3.3324,mBank,2019-04-16,3.4365300000000003,0.1041300000000005
CZK,DKK,0.2825976374837506,mBank,2019-04-16,0.29099,0.008392362516249419
CHF,CZK,21.9297,mBank,2019-04-16,22.59163,0.6619299999999981
CZK,CHF,0.04294407393251768,mBank,2019-04-16,0.04426,0.0013159260674823203
NOK,CZK,2.5905,mBank,2019-04-16,2.67036,0.07986000000000004
CZK,NOK,0.3635438252081288,mBank,2019-04-16,0.37448000000000004,0.010936174791871256
SEK,CZK,2.3767,mBank,2019-04-16,2.44706,0.07035999999999998
CZK,SEK,0.3962436105717795,mBank,2019-04-16,0.40865,0.012406389428220532
USD,EUR,0.8713837574067621,Slovenská sporiteľňa,2019-04-16,0.8844,0.013016242593237859
EUR,USD,1.1137,Slovenská sporiteľňa,2019-04-16,1.13075,0.01705000000000001
CZK,EUR,0.038418686849283484,Slovenská sporiteľňa,2019-04-16,0.039,0.0005813131507165156
EUR,CZK,25.26,Slovenská sporiteľňa,2019-04-16,25.6415,0.38149999999999906
PLN,EUR,0.2305156635393375,Slovenská sporiteľňa,2019-04-16,0.23394,0.003424336460662508
EUR,PLN,4.2098,Slovenská sporiteľňa,2019-04-16,4.27465,0.06484999999999985
HRK,EUR,0.13246963133701598,Slovenská sporiteľňa,2019-04-16,0.13447,0.002000368662984031
EUR,HRK,7.3258,Slovenská sporiteľňa,2019-04-16,7.436489999999999,0.11068999999999907
HUF,EUR,0.003075030750307503,Slovenská sporiteľňa,2019-04-16,0.00312,4.4969249692496886e-05
EUR,HUF,315.59,Slovenská sporiteľňa,2019-04-16,320.14,4.550000000000011
BGN,EUR,0.5037529595486373,Slovenská sporiteľňa,2019-04-16,0.5112800000000001,0.007527040451362765
EUR,BGN,1.9265,Slovenská sporiteľňa,2019-04-16,1.95586,0.02935999999999983
GBP,EUR,1.142204454597373,Slovenská sporiteľňa,2019-04-16,1.15828,0.0160755454026269
EUR,GBP,0.8496,Slovenská sporiteľňa,2019-04-16,0.86335,0.013749999999999929
CHF,EUR,0.8685079034219212,Slovenská sporiteľňa,2019-04-16,0.8810600000000001,0.012552096578078875
EUR,CHF,1.1174,Slovenská sporiteľňa,2019-04-16,1.135,0.01760000000000006
AUD,EUR,0.6252344629235964,Slovenská sporiteľňa,2019-04-16,0.6321,0.006865537076403583
EUR,AUD,1.5522,Slovenská sporiteľňa,2019-04-16,1.58202,0.029819999999999958
CAD,EUR,0.6548359635911205,Slovenská sporiteľňa,2019-04-16,0.66064,0.005804036408879498
EUR,CAD,1.4819,Slovenská sporiteľňa,2019-04-16,1.51368,0.03177999999999992
RUB,EUR,0.013554543482975492,Slovenská sporiteľňa,2019-04-16,0.01375,0.00019545651702450838
EUR,RUB,71.596,Slovenská sporiteľňa,2019-04-16,72.71005,1.1140499999999918
JPY,EUR,0.00777846919726198,Slovenská sporiteľňa,2019-04-16,0.0079,0.00012153080273802092
EUR,JPY,124.77,Slovenská sporiteľňa,2019-04-16,126.56,1.7900000000000063
NOK,EUR,0.10262199189286264,Slovenská sporiteľňa,2019-04-16,0.10414000000000001,0.0015180081071373697
EUR,NOK,9.4564,Slovenská sporiteľňa,2019-04-16,9.60225,0.14584999999999937
DKK,EUR,0.1319888073491368,Slovenská sporiteľňa,2019-04-16,0.13402,0.0020311926508632117
EUR,DKK,7.3524,Slovenská sporiteľňa,2019-04-16,7.46145,0.10904999999999987
SEK,EUR,0.09417082587814296,Slovenská sporiteľňa,2019-04-16,0.09543,0.0012591741218570401
EUR,SEK,10.305,Slovenská sporiteľňa,2019-04-16,10.4785,0.17350000000000065
RON,EUR,0.20699219639419594,Slovenská sporiteľňa,2019-04-16,0.21009,0.003097803605804056
EUR,RON,4.6884,Slovenská sporiteľňa,2019-04-16,4.75995,0.07155000000000022
CNY,EUR,0.12987856354308722,Slovenská sporiteľňa,2019-04-16,0.13180999999999998,0.0019314364569127662
EUR,CNY,7.472,Slovenská sporiteľňa,2019-04-16,7.58677,0.11476999999999915
HKD,EUR,0.11115804450768102,Slovenská sporiteľňa,2019-04-16,0.1128,0.0016419554923189777
EUR,HKD,8.7303,Slovenská sporiteľňa,2019-04-16,8.86491,0.13461000000000034
TRY,EUR,0.14997900293958846,Slovenská sporiteľňa,2019-04-16,0.15227000000000002,0.0022909970604115537
EUR,TRY,6.4705,Slovenská sporiteľňa,2019-04-16,6.56745,0.09694999999999965
AUD,EUR,0.6244146113019045,VÚB banka,2019-04-16,0.6321,0.007685388698095541
EUR,AUD,1.5541,VÚB banka,2019-04-16,1.58202,0.027919999999999945
BGN,EUR,0.5029928072028571,VÚB banka,2019-04-16,0.5112800000000001,0.008287192797142962
EUR,BGN,1.9255,VÚB banka,2019-04-16,1.95586,0.030359999999999943
CAD,EUR,0.6512536633018561,VÚB banka,2019-04-16,0.66064,0.009386336698143927
EUR,CAD,1.4901,VÚB banka,2019-04-16,1.51368,0.023579999999999934
CNY,EUR,0.1286239806549533,VÚB banka,2019-04-16,0.13180999999999998,0.00318601934504667
EUR,CNY,7.3954,VÚB banka,2019-04-16,7.58677,0.19136999999999915
CZK,EUR,0.03842311534619227,VÚB banka,2019-04-16,0.039,0.0005768846538077299
EUR,CZK,25.256,VÚB banka,2019-04-16,25.6415,0.3855000000000004
DKK,EUR,0.1322086781776356,VÚB banka,2019-04-16,0.13402,0.0018113218223644034
EUR,DKK,7.3652,VÚB banka,2019-04-16,7.46145,0.09625000000000039
GBP,EUR,1.1419435879867534,VÚB banka,2019-04-16,1.15828,0.016336412013246537
EUR,GBP,0.8499,VÚB banka,2019-04-16,0.86335,0.013449999999999962
HRK,EUR,0.13250298131707966,VÚB banka,2019-04-16,0.13447,0.001967018682920346
EUR,HRK,7.324,VÚB banka,2019-04-16,7.436489999999999,0.11248999999999931
HUF,EUR,0.003075030750307503,VÚB banka,2019-04-16,0.00312,4.4969249692496886e-05
EUR,HUF,315.59,VÚB banka,2019-04-16,320.14,4.550000000000011
CHF,EUR,0.8698677800974253,VÚB banka,2019-04-16,0.8810600000000001,0.011192219902574796
EUR,CHF,1.1194,VÚB banka,2019-04-16,1.135,0.015600000000000058
JPY,EUR,0.0077930174563591035,VÚB banka,2019-04-16,0.0079,0.00010698254364089731
EUR,JPY,124.95,VÚB banka,2019-04-16,126.56,1.6099999999999994
NOK,EUR,0.1024905196269345,VÚB banka,2019-04-16,0.10414000000000001,0.0016494803730655039
EUR,NOK,9.4685,VÚB banka,2019-04-16,9.60225,0.13374999999999915
PLN,EUR,0.2304837854656925,VÚB banka,2019-04-16,0.23394,0.0034562145343075
EUR,PLN,4.2105,VÚB banka,2019-04-16,4.27465,0.0641500000000006
RON,EUR,0.20700076590283384,VÚB banka,2019-04-16,0.21009,0.0030892340971661603
EUR,RON,4.6881,VÚB banka,2019-04-16,4.75995,0.07184999999999953
RUB,EUR,0.013344542749242698,VÚB banka,2019-04-16,0.01375,0.00040545725075730177
EUR,RUB,70.572,VÚB banka,2019-04-16,72.71005,2.1380499999999927
SEK,EUR,0.09424182452172274,VÚB banka,2019-04-16,0.09543,0.0011881754782772647
EUR,SEK,10.333,VÚB banka,2019-04-16,10.4785,0.14550000000000018
TRY,EUR,0.14475341256170116,VÚB banka,2019-04-16,0.15227000000000002,0.007516587438298861
EUR,TRY,6.2503,VÚB banka,2019-04-16,6.56745,0.3171499999999998
USD,EUR,0.8691117677733357,VÚB banka,2019-04-16,0.8844,0.015288232226664311
EUR,USD,1.111,VÚB banka,2019-04-16,1.13075,0.019749999999999934
AUD,EUR,0.6253126563281641,Tatra banka,2019-04-16,0.6321,0.006787343671835866
EUR,AUD,1.5519999999999998,Tatra banka,2019-04-16,1.58202,0.030020000000000158
CZK,EUR,0.038427544864158635,Tatra banka,2019-04-16,0.039,0.0005724551358413654
EUR,CZK,25.253,Tatra banka,2019-04-16,25.6415,0.3885000000000005
HRK,EUR,0.13246436708525408,Tatra banka,2019-04-16,0.13447,0.002005632914745925
EUR,HRK,7.3260000000000005,Tatra banka,2019-04-16,7.436489999999999,0.11048999999999864
DKK,EUR,0.13197835554968984,Tatra banka,2019-04-16,0.13402,0.0020416444503101594
EUR,DKK,7.353,Tatra banka,2019-04-16,7.46145,0.10845000000000038
JPY,EUR,0.007774840615767376,Tatra banka,2019-04-16,0.0079,0.00012515938423262457
EUR,JPY,124.82,Tatra banka,2019-04-16,126.56,1.740000000000009
ZAR,EUR,0.06233286999233306,Tatra banka,2019-04-16,0.06296,0.00062713000766694
EUR,ZAR,15.5687,Tatra banka,2019-04-16,15.883870000000002,0.31517000000000195
CAD,EUR,0.6545787785559992,Tatra banka,2019-04-16,0.66064,0.006061221444000786
EUR,CAD,1.4825,Tatra banka,2019-04-16,1.51368,0.031179999999999986
HUF,EUR,0.0030763551344367194,Tatra banka,2019-04-16,0.00312,4.364486556328057e-05
EUR,HUF,315.46,Tatra banka,2019-04-16,320.14,4.680000000000007
NOK,EUR,0.102639898181221,Tatra banka,2019-04-16,0.10414000000000001,0.0015001018187790066
EUR,NOK,9.4548,Tatra banka,2019-04-16,9.60225,0.1474499999999992
PLN,EUR,0.2305794461481704,Tatra banka,2019-04-16,0.23394,0.003360553851829595
EUR,PLN,4.2087,Tatra banka,2019-04-16,4.27465,0.06594999999999995
RON,EUR,0.20693222969477496,Tatra banka,2019-04-16,0.21009,0.003157770305225044
EUR,RON,4.6897,Tatra banka,2019-04-16,4.75995,0.0702499999999997
RUB,EUR,0.013100837143493471,Tatra banka,2019-04-16,0.01375,0.0006491628565065289
EUR,RUB,69.061,Tatra banka,2019-04-16,72.71005,3.6490499999999884
CHF,EUR,0.8684324793747287,Tatra banka,2019-04-16,0.8810600000000001,0.012627520625271393
EUR,CHF,1.1175,Tatra banka,2019-04-16,1.135,0.01750000000000007
SEK,EUR,0.09418501704748808,Tatra banka,2019-04-16,0.09543,0.0012449829525119221
EUR,SEK,10.3036,Tatra banka,2019-04-16,10.4785,0.17490000000000094
TRY,EUR,0.1499048104453672,Tatra banka,2019-04-16,0.15227000000000002,0.0023651895546328294
EUR,TRY,6.4737,Tatra banka,2019-04-16,6.56745,0.09375
USD,EUR,0.8712319219376199,Tatra banka,2019-04-16,0.8844,0.013168078062380073
EUR,USD,1.1082,Tatra banka,2019-04-16,1.13075,0.022549999999999848
GBP,EUR,1.1424654404204273,Tatra banka,2019-04-16,1.15828,0.015814559579572673
EUR,GBP,0.8495,Tatra banka,2019-04-16,0.86335,0.013849999999999918
EUR,HUF,317.02,OTP Bank,2019-04-16,320.14,3.1200000000000045
HUF,EUR,0.003091954733782697,OTP Bank,2019-04-16,0.00312,2.8045266217302956e-05
USD,HUF,280.45,OTP Bank,2019-04-16,283.132,2.6820000000000164
HUF,USD,0.0034951592045017648,OTP Bank,2019-04-16,0.0035299999999999997,3.484079549823495e-05
