from,to,rate,bank,date,market_rate,hidden_fee
EUR,SEK,10.2786,Tatra banka,2019-04-18,10.45005,0.17144999999999833
TRY,EUR,0.15203807033281133,Tatra banka,2019-04-18,0.1527,0.000661929667188671
EUR,TRY,6.3829,Tatra banka,2019-04-18,6.548780000000001,0.16588000000000047
USD,EUR,0.871763577717723,Tatra banka,2019-04-18,0.8851,0.01333642228227705
EUR,USD,1.1075,Tatra banka,2019-04-18,1.12985,0.022350000000000092
GBP,EUR,1.1372682815876265,Tatra banka,2019-04-18,1.1545299999999998,0.01726171841237334
EUR,GBP,0.8533,Tatra banka,2019-04-18,0.86615,0.012850000000000028
EUR,HUF,316.11,OTP Bank,2019-04-18,319.665,3.555000000000007
HUF,EUR,0.0031008713448479022,OTP Bank,2019-04-18,0.00313,2.912865515209773e-05
USD,HUF,279.84,OTP Bank,2019-04-18,282.935,3.0950000000000273
HUF,USD,0.0035027496584819078,OTP Bank,2019-04-18,0.0035299999999999997,2.725034151809195e-05
GBP,HUF,364.95,OTP Bank,2019-04-18,369.064,4.114000000000033
HUF,GBP,0.002685861624409111,OTP Bank,2019-04-18,0.00271,2.4138375590889057e-05
AUD,HUF,200.92,OTP Bank,2019-04-18,203.247,2.3270000000000266
HUF,AUD,0.004878524734120402,OTP Bank,2019-04-18,0.00492,4.147526587959787e-05
BGN,HUF,161.63,OTP Bank,2019-04-18,163.447,1.8170000000000073
HUF,BGN,0.006064649160046092,OTP Bank,2019-04-18,0.0061200000000000004,5.535083995390853e-05
CAD,HUF,209.55,OTP Bank,2019-04-18,211.78799999999998,2.237999999999971
HUF,CAD,0.0046774872538472324,OTP Bank,2019-04-18,0.00472,4.25127461527678e-05
CHF,HUF,277.06,OTP Bank,2019-04-18,280.113,3.0529999999999973
HUF,CHF,0.0035378192881907592,OTP Bank,2019-04-18,0.0035700000000000003,3.218071180924103e-05
CNY,HUF,41.8,OTP Bank,2019-04-18,42.268609999999995,0.4686099999999982
HUF,CNY,0.02345215759849906,OTP Bank,2019-04-18,0.02366,0.00020784240150093988
CZK,HUF,12.32,OTP Bank,2019-04-18,12.45214,0.1321399999999997
HUF,CZK,0.07955449482895784,OTP Bank,2019-04-18,0.08031,0.0007555051710421701
DKK,HUF,42.34,OTP Bank,2019-04-18,42.813520000000004,0.4735200000000006
HUF,DKK,0.023148148148148147,OTP Bank,2019-04-18,0.02336,0.00021185185185185196
HRK,HUF,42.5,OTP Bank,2019-04-18,42.9758,0.47579999999999956
HUF,HRK,0.023062730627306276,OTP Bank,2019-04-18,0.02327,0.00020726937269372261
JPY,HUF,2.5006,OTP Bank,2019-04-18,2.5285,0.027900000000000258
HUF,JPY,0.3919877699815765,OTP Bank,2019-04-18,0.39549,0.0035022300184235355
MXN,HUF,14.85,OTP Bank,2019-04-18,15.009520000000002,0.15952000000000233
HUF,MXN,0.06600660066006599,OTP Bank,2019-04-18,0.06662,0.0006133993399340121
NOK,HUF,32.94,OTP Bank,2019-04-18,33.30867,0.3686700000000016
HUF,NOK,0.029761904761904764,OTP Bank,2019-04-18,0.030019999999999998,0.00025809523809523435
PLN,HUF,74.02,OTP Bank,2019-04-18,74.8481,0.8281000000000063
HUF,PLN,0.013243279035889285,OTP Bank,2019-04-18,0.013359999999999999,0.00011672096411071385
RON,HUF,66.36,OTP Bank,2019-04-18,67.12971999999999,0.7697199999999924
HUF,RON,0.014771048744460856,OTP Bank,2019-04-18,0.0149,0.00012895125553914408
RSD,HUF,2.68,OTP Bank,2019-04-18,2.70933,0.029329999999999856
HUF,RSD,0.3663003663003663,OTP Bank,2019-04-18,0.36909000000000003,0.0027896336996337534
RUB,HUF,4.38,OTP Bank,2019-04-18,4.42753,0.04753000000000007
HUF,RUB,0.2237136465324385,OTP Bank,2019-04-18,0.22585999999999998,0.0021463534675614793
SEK,HUF,30.26,OTP Bank,2019-04-18,30.589809999999996,0.32980999999999483
HUF,SEK,0.032393909944930355,OTP Bank,2019-04-18,0.03269,0.00029609005506964214
TRY,HUF,48.55,OTP Bank,2019-04-18,48.81438,0.2643800000000027
HUF,TRY,0.02018978396931153,OTP Bank,2019-04-18,0.02049,0.0003002160306884716
UAH,HUF,10.45,OTP Bank,2019-04-18,10.59255,0.14254999999999995
HUF,UAH,0.09380863039399624,OTP Bank,2019-04-18,0.09441000000000001,0.0006013696060037654
ZAR,HUF,20.0,OTP Bank,2019-04-18,20.16273,0.16272999999999982
HUF,ZAR,0.04901960784313726,OTP Bank,2019-04-18,0.0496,0.0005803921568627371
AUD,CZK,15.9,Česká spořitelna,2019-04-19,16.35495,0.4549499999999984
CZK,AUD,0.05982292414453218,Česká spořitelna,2019-04-19,0.06114,0.0013170758554678225
GBP,CZK,28.87,Česká spořitelna,2019-04-19,29.711029999999997,0.8410299999999964
CZK,GBP,0.032947843563638765,Česká spořitelna,2019-04-19,0.03366,0.0007121564363612373
BGN,CZK,12.792,Česká spořitelna,2019-04-19,13.14221,0.3502100000000006
CZK,BGN,0.074360499702558,Česká spořitelna,2019-04-19,0.07608999999999999,0.0017295002974419965
DKK,CZK,3.352,Česká spořitelna,2019-04-19,3.4416300000000004,0.08963000000000054
CZK,DKK,0.2838489923360772,Česká spořitelna,2019-04-19,0.29056,0.006711007663922797
EUR,CZK,25.019000000000002,Česká spořitelna,2019-04-19,25.7045,0.6854999999999976
CZK,EUR,0.03801992243935822,Česká spořitelna,2019-04-19,0.0389,0.000880077560641776
HKD,CZK,2.822,Česká spořitelna,2019-04-19,2.91367,0.09167000000000014
CZK,HKD,0.3370407819346141,Česká spořitelna,2019-04-19,0.34321,0.006169218065385895
HRK,CZK,3.363,Česká spořitelna,2019-04-19,3.4574599999999998,0.09445999999999977
CZK,HRK,0.2828054298642534,Česká spořitelna,2019-04-19,0.28923000000000004,0.0064245701357466545
JPY,CZK,0.19778,Česká spořitelna,2019-04-19,0.20424,0.0064599999999999935
CZK,JPY,4.8095421315890725,Česká spořitelna,2019-04-19,4.89622,0.08667786841092706
ZAR,CZK,1.5830000000000002,Česká spořitelna,2019-04-19,1.62649,0.04348999999999981
CZK,ZAR,0.6009615384615384,Česká spořitelna,2019-04-19,0.61482,0.013858461538461597
CAD,CZK,16.612000000000002,Česká spořitelna,2019-04-19,17.10129,0.4892899999999969
CZK,CAD,0.057260650480989474,Česká spořitelna,2019-04-19,0.05848,0.0012193495190105236
HUF,CZK,0.07827,Česká spořitelna,2019-04-19,0.08033,0.0020599999999999924
CZK,HUF,12.153621779290226,Česká spořitelna,2019-04-19,12.44801,0.29438822070977366
NOK,CZK,2.61,Česká spořitelna,2019-04-19,2.6865200000000002,0.07652000000000037
CZK,NOK,0.3644314868804665,Česká spořitelna,2019-04-19,0.37223,0.007798513119533501
NZD,CZK,14.892999999999999,Česká spořitelna,2019-04-19,15.290579999999999,0.3975799999999996
CZK,NZD,0.06386919588682377,Česká spořitelna,2019-04-19,0.0654,0.001530804113176229
PLN,CZK,5.857,Česká spořitelna,2019-04-19,6.00579,0.14878999999999998
CZK,PLN,0.16241676140977748,Česká spořitelna,2019-04-19,0.16651,0.004093238590222509
RON,CZK,5.251,Česká spořitelna,2019-04-19,5.3992,0.1482000000000001
CZK,RON,0.18112660749864154,Česká spořitelna,2019-04-19,0.18520999999999999,0.004083392501358446
RUB,CZK,0.34099,Česká spořitelna,2019-04-19,0.35768,0.016689999999999983
CZK,RUB,2.7070925825663243,Česká spořitelna,2019-04-19,2.7957799999999997,0.08868741743367536
SEK,CZK,2.397,Česká spořitelna,2019-04-19,2.45762,0.06062000000000012
CZK,SEK,0.3968253968253968,Česká spořitelna,2019-04-19,0.4069,0.01007460317460318
CHF,CZK,21.951,Česká spořitelna,2019-04-19,22.531999999999996,0.580999999999996
CZK,CHF,0.04333318888937037,Česká spořitelna,2019-04-19,0.04438,0.0010468111106296321
TND,CZK,7.396,Česká spořitelna,2019-04-19,7.634060000000001,0.23806000000000083
CZK,TND,0.12861736334405144,Česká spořitelna,2019-04-19,0.13099,0.0023726366559485568
TRY,CZK,3.865,Česká spořitelna,2019-04-19,3.9247199999999998,0.05971999999999955
CZK,TRY,0.2461235540241201,Česká spořitelna,2019-04-19,0.2548,0.008676445975879937
USD,CZK,22.142,Česká spořitelna,2019-04-19,22.86287,0.7208700000000015
CZK,USD,0.04295901709768881,Česká spořitelna,2019-04-19,0.04374,0.0007809829023111906
EUR,CZK,24.9458,Komerční banka,2019-04-19,25.7045,0.758700000000001
CZK,EUR,0.03782749150772816,Komerční banka,2019-04-19,0.0389,0.0010725084922718342
GBP,CZK,28.8607,Komerční banka,2019-04-19,29.711029999999997,0.850329999999996
CZK,GBP,0.0326960866053942,Komerční banka,2019-04-19,0.03366,0.0009639133946058032
USD,CZK,22.1868,Komerční banka,2019-04-19,22.86287,0.6760699999999993
CZK,USD,0.04253129239838211,Komerční banka,2019-04-19,0.04374,0.0012087076016178908
AUD,CZK,15.8692,Komerční banka,2019-04-19,16.35495,0.48574999999999946
CZK,AUD,0.059462930808933716,Komerční banka,2019-04-19,0.06114,0.001677069191066284
BGN,CZK,12.7548,Komerční banka,2019-04-19,13.14221,0.3874100000000009
CZK,BGN,0.07398310225944395,Komerční banka,2019-04-19,0.07608999999999999,0.0021068977405560435
CAD,CZK,16.5778,Komerční banka,2019-04-19,17.10129,0.5234899999999989
CZK,CAD,0.05692167577413479,Komerční banka,2019-04-19,0.05848,0.0015583242258652083
CNY,CZK,3.1996,Komerční banka,2019-04-19,3.41013,0.21052999999999988
CZK,CNY,0.2768855908738509,Komerční banka,2019-04-19,0.29324,0.016354409126149105
DKK,CZK,3.341,Komerční banka,2019-04-19,3.4416300000000004,0.10063000000000022
CZK,DKK,0.2824380048579337,Komerční banka,2019-04-19,0.29056,0.008121995142066296
HRK,CZK,3.3551,Komerční banka,2019-04-19,3.4574599999999998,0.10235999999999956
CZK,HRK,0.28125439459991564,Komerční banka,2019-04-19,0.28923000000000004,0.007975605400084407
HUF,CZK,0.077971,Komerční banka,2019-04-19,0.08033,0.002359
CZK,HUF,12.102288542763436,Komerční banka,2019-04-19,12.44801,0.34572145723656433
CHF,CZK,21.878,Komerční banka,2019-04-19,22.531999999999996,0.6539999999999964
CZK,CHF,0.043045559420090224,Komerční banka,2019-04-19,0.04438,0.0013344405799097792
JPY,CZK,0.198074,Komerční banka,2019-04-19,0.20424,0.006166000000000005
CZK,JPY,4.754523929518936,Komerční banka,2019-04-19,4.89622,0.14169607048106325
NOK,CZK,2.6047,Komerční banka,2019-04-19,2.6865200000000002,0.08182000000000045
CZK,NOK,0.3622794623772778,Komerční banka,2019-04-19,0.37223,0.009950537622722189
PLN,CZK,5.827000000000001,Komerční banka,2019-04-19,6.00579,0.17878999999999934
CZK,PLN,0.16194331983805668,Komerční banka,2019-04-19,0.16651,0.0045666801619433095
RON,CZK,5.2407,Komerční banka,2019-04-19,5.3992,0.15850000000000009
CZK,RON,0.18006014008678894,Komerční banka,2019-04-19,0.18520999999999999,0.005149859913211041
RUB,CZK,0.32263800000000004,Komerční banka,2019-04-19,0.35768,0.03504199999999996
CZK,RUB,2.5564855481871955,Komerční banka,2019-04-19,2.7957799999999997,0.23929445181280418
SEK,CZK,2.3838,Komerční banka,2019-04-19,2.45762,0.07382
CZK,SEK,0.3958514765260075,Komerční banka,2019-04-19,0.4069,0.011048523473992489
TRY,CZK,3.8134,Komerční banka,2019-04-19,3.9247199999999998,0.11131999999999964
CZK,TRY,0.2474512521033357,Komerční banka,2019-04-19,0.2548,0.007348747896664315
AUD,CZK,15.899000000000001,ČSOB,2019-04-19,16.35495,0.45594999999999786
CZK,AUD,0.05978000956480153,ČSOB,2019-04-19,0.06114,0.001359990435198473
CNY,CZK,3.1919999999999997,ČSOB,2019-04-19,3.41013,0.21813000000000038
CZK,CNY,0.2777777777777778,ČSOB,2019-04-19,0.29324,0.01546222222222221
DKK,CZK,3.3510000000000004,ČSOB,2019-04-19,3.4416300000000004,0.09062999999999999
CZK,DKK,0.2837684449489217,ČSOB,2019-04-19,0.29056,0.006791555051078257
EUR,CZK,25.016,ČSOB,2019-04-19,25.7045,0.6885000000000012
CZK,EUR,0.038006917258941134,ČSOB,2019-04-19,0.0389,0.0008930827410588635
HRK,CZK,3.364,ČSOB,2019-04-19,3.4574599999999998,0.09345999999999988
CZK,HRK,0.28272547356516825,ČSOB,2019-04-19,0.28923000000000004,0.006504526434831792
JPY,CZK,0.19796,ČSOB,2019-04-19,0.20424,0.006280000000000008
CZK,JPY,4.8016901949486215,ČSOB,2019-04-19,4.89622,0.09452980505137809
CAD,CZK,16.583,ČSOB,2019-04-19,17.10129,0.5182900000000004
CZK,CAD,0.05731972945087699,ČSOB,2019-04-19,0.05848,0.001160270549123009
HUF,CZK,0.07824,ČSOB,2019-04-19,0.08033,0.0020899999999999946
CZK,HUF,12.128562765312312,ČSOB,2019-04-19,12.44801,0.3194472346876882
NOK,CZK,2.6060000000000003,ČSOB,2019-04-19,2.6865200000000002,0.08051999999999992
CZK,NOK,0.3645643456069996,ČSOB,2019-04-19,0.37223,0.007665654393000432
PLN,CZK,5.857,ČSOB,2019-04-19,6.00579,0.14878999999999998
CZK,PLN,0.16228497241155468,ČSOB,2019-04-19,0.16651,0.0042250275884453126
RON,CZK,5.251,ČSOB,2019-04-19,5.3992,0.1482000000000001
CZK,RON,0.18096272167933405,ČSOB,2019-04-19,0.18520999999999999,0.0042472783206659315
RUB,CZK,0.33384,ČSOB,2019-04-19,0.35768,0.023839999999999972
CZK,RUB,2.6522384892849566,ČSOB,2019-04-19,2.7957799999999997,0.14354151071504306
SEK,CZK,2.394,ČSOB,2019-04-19,2.45762,0.06361999999999979
CZK,SEK,0.3968253968253968,ČSOB,2019-04-19,0.4069,0.01007460317460318
CHF,CZK,21.943,ČSOB,2019-04-19,22.531999999999996,0.5889999999999951
CZK,CHF,0.04338018393197987,ČSOB,2019-04-19,0.04438,0.0009998160680201318
TRY,CZK,3.69,ČSOB,2019-04-19,3.9247199999999998,0.23471999999999982
CZK,TRY,0.23946360153256704,ČSOB,2019-04-19,0.2548,0.015336398467432982
USD,CZK,22.151999999999997,ČSOB,2019-04-19,22.86287,0.7108700000000034
CZK,USD,0.042916613020900385,ČSOB,2019-04-19,0.04374,0.0008233869790996162
GBP,CZK,28.883000000000003,ČSOB,2019-04-19,29.711029999999997,0.8280299999999947
CZK,GBP,0.03291097581043278,ČSOB,2019-04-19,0.03366,0.0007490241895672239
AUD,CZK,15.83,Raiffeisenbank,2019-04-19,16.35495,0.5249499999999987
CZK,AUD,0.05932605600379686,Raiffeisenbank,2019-04-19,0.06114,0.0018139439962031392
BGN,CZK,12.720999999999998,Raiffeisenbank,2019-04-19,13.14221,0.4212100000000021
CZK,BGN,0.07382798080472501,Raiffeisenbank,2019-04-19,0.07608999999999999,0.0022620191952749807
CAD,CZK,16.529,Raiffeisenbank,2019-04-19,17.10129,0.5722899999999989
CZK,CAD,0.056814953695812735,Raiffeisenbank,2019-04-19,0.05848,0.001665046304187262
CHF,CZK,21.855999999999998,Raiffeisenbank,2019-04-19,22.531999999999996,0.6759999999999984
CZK,CHF,0.04296640027498496,Raiffeisenbank,2019-04-19,0.04438,0.0014135997250150426
CNY,CZK,3.272,Raiffeisenbank,2019-04-19,3.41013,0.1381300000000003
CZK,CNY,0.2824858757062147,Raiffeisenbank,2019-04-19,0.29324,0.010754124293785305
DKK,CZK,3.332,Raiffeisenbank,2019-04-19,3.4416300000000004,0.10963000000000056
CZK,DKK,0.2818489289740699,Raiffeisenbank,2019-04-19,0.29056,0.008711071025930106
EUR,CZK,24.921999999999997,Raiffeisenbank,2019-04-19,25.7045,0.7825000000000024
CZK,EUR,0.037795751757502466,Raiffeisenbank,2019-04-19,0.0389,0.0011042482424975311
GBP,CZK,28.781,Raiffeisenbank,2019-04-19,29.711029999999997,0.9300299999999986
CZK,GBP,0.03262962117009822,Raiffeisenbank,2019-04-19,0.03366,0.0010303788299017846
HRK,CZK,3.345,Raiffeisenbank,2019-04-19,3.4574599999999998,0.11245999999999956
CZK,HRK,0.2808199943836001,Raiffeisenbank,2019-04-19,0.28923000000000004,0.00841000561639993
HUF,CZK,0.07772000000000001,Raiffeisenbank,2019-04-19,0.08033,0.0026099999999999873
CZK,HUF,12.08313194780087,Raiffeisenbank,2019-04-19,12.44801,0.3648780521991295
JPY,CZK,0.19759,Raiffeisenbank,2019-04-19,0.20424,0.006650000000000017
CZK,JPY,4.752625825768737,Raiffeisenbank,2019-04-19,4.89622,0.14359417423126253
NOK,CZK,2.593,Raiffeisenbank,2019-04-19,2.6865200000000002,0.09352000000000027
CZK,NOK,0.3621876131836291,Raiffeisenbank,2019-04-19,0.37223,0.01004238681637093
NZD,CZK,14.789000000000001,Raiffeisenbank,2019-04-19,15.290579999999999,0.501579999999997
CZK,NZD,0.06350415952244873,Raiffeisenbank,2019-04-19,0.0654,0.0018958404775512722
PLN,CZK,5.815,Raiffeisenbank,2019-04-19,6.00579,0.1907899999999998
CZK,PLN,0.16149870801033592,Raiffeisenbank,2019-04-19,0.16651,0.005011291989664074
RON,CZK,5.225,Raiffeisenbank,2019-04-19,5.3992,0.1742000000000008
CZK,RON,0.17972681524083392,Raiffeisenbank,2019-04-19,0.18520999999999999,0.005483184759166065
RUB,CZK,0.34564,Raiffeisenbank,2019-04-19,0.35768,0.012039999999999995
CZK,RUB,2.7169483236428844,Raiffeisenbank,2019-04-19,2.7957799999999997,0.0788316763571153
SEK,CZK,2.375,Raiffeisenbank,2019-04-19,2.45762,0.08261999999999992
CZK,SEK,0.3954132068011072,Raiffeisenbank,2019-04-19,0.4069,0.011486793198892786
TRY,CZK,3.786,Raiffeisenbank,2019-04-19,3.9247199999999998,0.13871999999999973
CZK,TRY,0.24801587301587305,Raiffeisenbank,2019-04-19,0.2548,0.006784126984126976
USD,CZK,22.156999999999996,Raiffeisenbank,2019-04-19,22.86287,0.7058700000000044
CZK,USD,0.04251158440675084,Raiffeisenbank,2019-04-19,0.04374,0.0012284155932491617
AUD,CZK,15.9354,Fio banka,2019-04-19,16.35495,0.4195499999999992
CZK,AUD,0.05969219124661769,Fio banka,2019-04-19,0.06114,0.0014478087533823097
CAD,CZK,16.64715,Fio banka,2019-04-19,17.10129,0.4541399999999989
CZK,CAD,0.057140049117586224,Fio banka,2019-04-19,0.05848,0.0013399508824137735
DKK,CZK,3.35546,Fio banka,2019-04-19,3.4416300000000004,0.08617000000000052
CZK,DKK,0.28348367417520426,Fio banka,2019-04-19,0.29056,0.007076325824795726
EUR,CZK,25.05555,Fio banka,2019-04-19,25.7045,0.6489499999999992
CZK,EUR,0.03796440912573281,Fio banka,2019-04-19,0.0389,0.0009355908742671865
GBP,CZK,28.98285,Fio banka,2019-04-19,29.711029999999997,0.7281799999999983
CZK,GBP,0.03282007118017038,Fio banka,2019-04-19,0.03366,0.0008399288198296245
HRK,CZK,3.37008,Fio banka,2019-04-19,3.4574599999999998,0.08737999999999957
CZK,HRK,0.28225305680060514,Fio banka,2019-04-19,0.28923000000000004,0.006976943199394903
HUF,CZK,0.07833999999999999,Fio banka,2019-04-19,0.08033,0.0019900000000000057
CZK,HUF,12.141816415735793,Fio banka,2019-04-19,12.44801,0.3061935842642072
CHF,CZK,21.99502,Fio banka,2019-04-19,22.531999999999996,0.5369799999999962
CZK,CHF,0.04324702092896331,Fio banka,2019-04-19,0.04438,0.0011329790710366897
JPY,CZK,0.19914,Fio banka,2019-04-19,0.20424,0.005099999999999993
CZK,JPY,4.776461597248758,Fio banka,2019-04-19,4.89622,0.11975840275124128
NOK,CZK,2.61543,Fio banka,2019-04-19,2.6865200000000002,0.07109000000000032
CZK,NOK,0.3636932320326451,Fio banka,2019-04-19,0.37223,0.008536767967354919
PLN,CZK,5.85195,Fio banka,2019-04-19,6.00579,0.15383999999999975
CZK,PLN,0.16254717931879728,Fio banka,2019-04-19,0.16651,0.003962820681202711
RUB,CZK,0.34653,Fio banka,2019-04-19,0.35768,0.011149999999999993
CZK,RUB,2.7176128488735496,Fio banka,2019-04-19,2.7957799999999997,0.07816715112645012
SEK,CZK,2.39508,Fio banka,2019-04-19,2.45762,0.06253999999999982
CZK,SEK,0.39715320582067737,Fio banka,2019-04-19,0.4069,0.009746794179322615
USD,CZK,22.281670000000002,Fio banka,2019-04-19,22.86287,0.581199999999999
CZK,USD,0.042690655399748895,Fio banka,2019-04-19,0.04374,0.0010493446002511064
PLN,CZK,5.8208,mBank,2019-04-19,6.00579,0.18499
CZK,PLN,0.1617913538700492,mBank,2019-04-19,0.16651,0.004718646129950793
USD,CZK,22.1632,mBank,2019-04-19,22.86287,0.6996700000000011
CZK,USD,0.04249135300966254,mBank,2019-04-19,0.04374,0.001248646990337464
AUD,CZK,15.8512,mBank,2019-04-19,16.35495,0.5037499999999984
CZK,AUD,0.05941205827134675,mBank,2019-04-19,0.06114,0.0017279417286532525
CAD,CZK,16.558,mBank,2019-04-19,17.10129,0.5432899999999989
CZK,CAD,0.056875703836834976,mBank,2019-04-19,0.05848,0.0016042961631650213
EUR,CZK,24.9198,mBank,2019-04-19,25.7045,0.7847000000000008
CZK,EUR,0.03779118104999017,mBank,2019-04-19,0.0389,0.0011088189500098253
HUF,CZK,0.077908,mBank,2019-04-19,0.08033,0.0024219999999999936
CZK,HUF,12.087805821487287,mBank,2019-04-19,12.44801,0.36020417851271347
GBP,CZK,28.8318,mBank,2019-04-19,29.711029999999997,0.8792299999999962
CZK,GBP,0.03266351354882542,mBank,2019-04-19,0.03366,0.0009964864511745816
JPY,CZK,0.198124,mBank,2019-04-19,0.20424,0.00611600000000001
CZK,JPY,4.753303545964445,mBank,2019-04-19,4.89622,0.14291645403555453
DKK,CZK,3.3374,mBank,2019-04-19,3.4416300000000004,0.10423000000000027
CZK,DKK,0.2821829674360856,mBank,2019-04-19,0.29056,0.008377032563914366
CHF,CZK,21.8782,mBank,2019-04-19,22.531999999999996,0.6537999999999968
CZK,CHF,0.04304518883924344,mBank,2019-04-19,0.04438,0.001334811160756566
NOK,CZK,2.6021,mBank,2019-04-19,2.6865200000000002,0.08442000000000016
CZK,NOK,0.36191234483008217,mBank,2019-04-19,0.37223,0.010317655169917839
SEK,CZK,2.3814,mBank,2019-04-19,2.45762,0.07621999999999973
CZK,SEK,0.3954757573360753,mBank,2019-04-19,0.4069,0.011424242663924666
USD,EUR,0.8762705923589205,Slovenská sporiteľňa,2019-04-19,0.88945,0.0131794076410795
EUR,USD,1.1075,Slovenská sporiteľňa,2019-04-19,1.12455,0.01705000000000001
CZK,EUR,0.038347969475016286,Slovenská sporiteľňa,2019-04-19,0.0389,0.0005520305249837112
EUR,CZK,25.305999999999997,Slovenská sporiteľňa,2019-04-19,25.7045,0.3985000000000021
PLN,EUR,0.23013900395839085,Slovenská sporiteľňa,2019-04-19,0.23365,0.003510996041609149
EUR,PLN,4.2168,Slovenská sporiteľňa,2019-04-19,4.27995,0.06315000000000026
HRK,EUR,0.1324836713875015,Slovenská sporiteľňa,2019-04-19,0.13451,0.0020263286124984903
EUR,HRK,7.325,Slovenská sporiteľňa,2019-04-19,7.43451,0.10951000000000022
HUF,EUR,0.003080145382862071,Slovenská sporiteľňa,2019-04-19,0.00313,4.9854617137929085e-05
EUR,HUF,315.06,Slovenská sporiteľňa,2019-04-19,319.97,4.910000000000025
BGN,EUR,0.5037529595486373,Slovenská sporiteľňa,2019-04-19,0.5112800000000001,0.007527040451362765
EUR,BGN,1.9265,Slovenská sporiteľňa,2019-04-19,1.95587,0.029369999999999896
GBP,EUR,1.1396011396011396,Slovenská sporiteľňa,2019-04-19,1.1558700000000002,0.016268860398860552
EUR,GBP,0.8515,Slovenská sporiteľňa,2019-04-19,0.86515,0.01364999999999994
CHF,EUR,0.8649770781074302,Slovenská sporiteľňa,2019-04-19,0.8765799999999999,0.011602921892569729
EUR,CHF,1.122,Slovenská sporiteľňa,2019-04-19,1.1408,0.018799999999999928
AUD,EUR,0.6265664160401002,Slovenská sporiteľňa,2019-04-19,0.63612,0.009553583959899803
EUR,AUD,1.5489,Slovenská sporiteľňa,2019-04-19,1.5720299999999998,0.023129999999999873
CAD,EUR,0.6547502127938191,Slovenská sporiteľňa,2019-04-19,0.6653,0.010549787206180938
EUR,CAD,1.4822,Slovenská sporiteľňa,2019-04-19,1.5030700000000001,0.020870000000000166
RUB,EUR,0.013693377882456044,Slovenská sporiteľňa,2019-04-19,0.013919999999999998,0.0002266221175439547
EUR,RUB,70.869,Slovenská sporiteľňa,2019-04-19,71.86414,0.9951400000000064
JPY,EUR,0.00783146683373796,Slovenská sporiteľňa,2019-04-19,0.00795,0.00011853316626204112
EUR,JPY,123.92,Slovenská sporiteľňa,2019-04-19,125.855,1.9350000000000023
NOK,EUR,0.10287113333127593,Slovenská sporiteľňa,2019-04-19,0.10452,0.001648866668724075
EUR,NOK,9.4335,Slovenská sporiteľňa,2019-04-19,9.56795,0.1344499999999993
DKK,EUR,0.1319504921753358,Slovenská sporiteľňa,2019-04-19,0.13389,0.001939507824664205
EUR,DKK,7.3547,Slovenská sporiteľňa,2019-04-19,7.4687,0.11399999999999988
SEK,EUR,0.09415309292910272,Slovenská sporiteľňa,2019-04-19,0.09561,0.0014569070708972814
EUR,SEK,10.308,Slovenská sporiteľňa,2019-04-19,10.4591,0.15109999999999957
RON,EUR,0.206953642384106,Slovenská sporiteľňa,2019-04-19,0.21005,0.0030963576158939965
EUR,RON,4.6892,Slovenská sporiteľňa,2019-04-19,4.7608,0.07160000000000011
CNY,EUR,0.1306062743254186,Slovenská sporiteľňa,2019-04-19,0.13267,0.002063725674581407
EUR,CNY,7.4303,Slovenská sporiteľňa,2019-04-19,7.53769,0.10738999999999965
HKD,EUR,0.11168192986374803,Slovenská sporiteľňa,2019-04-19,0.11335,0.0016680701362519756
EUR,HKD,8.6894,Slovenská sporiteľňa,2019-04-19,8.82204,0.1326400000000003
TRY,EUR,0.15037141740098042,Slovenská sporiteľňa,2019-04-19,0.15269000000000002,0.0023185825990195974
EUR,TRY,6.4536,Slovenská sporiteľňa,2019-04-19,6.54938,0.09578000000000042
AUD,EUR,0.6255864873318736,VÚB banka,2019-04-19,0.63612,0.01053351266812641
EUR,AUD,1.5513,VÚB banka,2019-04-19,1.5720299999999998,0.020729999999999915
BGN,EUR,0.5029675082989639,VÚB banka,2019-04-19,0.5112800000000001,0.008312491701036206
EUR,BGN,1.9256,VÚB banka,2019-04-19,1.95587,0.03027000000000002
CAD,EUR,0.6543646119617851,VÚB banka,2019-04-19,0.6653,0.010935388038214922
EUR,CAD,1.483,VÚB banka,2019-04-19,1.5030700000000001,0.020070000000000032
CNY,EUR,0.12907389480477574,VÚB banka,2019-04-19,0.13267,0.0035961051952242695
EUR,CNY,7.3695,VÚB banka,2019-04-19,7.53769,0.16818999999999917
CZK,EUR,0.0383906633906634,VÚB banka,2019-04-19,0.0389,0.0005093366093365942
EUR,CZK,25.278000000000002,VÚB banka,2019-04-19,25.7045,0.4264999999999972
DKK,EUR,0.1321929488281095,VÚB banka,2019-04-19,0.13389,0.0016970511718905068
EUR,DKK,7.3661,VÚB banka,2019-04-19,7.4687,0.1025999999999998
GBP,EUR,1.1368804001819008,VÚB banka,2019-04-19,1.1558700000000002,0.018989599818099334
EUR,GBP,0.8536,VÚB banka,2019-04-19,0.86515,0.01154999999999995
HRK,EUR,0.13244857684004185,VÚB banka,2019-04-19,0.13451,0.0020614231599581367
EUR,HRK,7.3269,VÚB banka,2019-04-19,7.43451,0.1076100000000002
HUF,EUR,0.003083469519903796,VÚB banka,2019-04-19,0.00313,4.653048009620403e-05
EUR,HUF,314.73,VÚB banka,2019-04-19,319.97,5.240000000000009
CHF,EUR,0.8656509695290858,VÚB banka,2019-04-19,0.8765799999999999,0.010929030470914092
