CZK,NOK,0.36549707602339176,ČSOB,2019-04-16
PLN,CZK,5.848,ČSOB,2019-04-16
CZK,PLN,0.1626280696048138,ČSOB,2019-04-16
RON,CZK,5.252,ČSOB,2019-04-16
CZK,RON,0.1810610175629187,ČSOB,2019-04-16
RUB,CZK,0.33139,ČSOB,2019-04-16
CZK,RUB,2.674511901577962,ČSOB,2019-04-16
SEK,CZK,2.385,ČSOB,2019-04-16
CZK,SEK,0.39872408293460926,ČSOB,2019-04-16
CHF,CZK,22.039,ČSOB,2019-04-16
CZK,CHF,0.04318535152876145,ČSOB,2019-04-16
TRY,CZK,3.67,ČSOB,2019-04-16
CZK,TRY,0.2413127413127413,ČSOB,2019-04-16
USD,CZK,22.124,ČSOB,2019-04-16
CZK,USD,0.043007053156717705,ČSOB,2019-04-16
GBP,CZK,28.963,ČSOB,2019-04-16
CZK,GBP,0.03284827382321059,ČSOB,2019-04-16
AUD,CZK,15.748,Raiffeisenbank,2019-04-16
CZK,AUD,0.05963384817222256,Raiffeisenbank,2019-04-16
BGN,CZK,12.7,Raiffeisenbank,2019-04-16
CZK,BGN,0.07394808844191378,Raiffeisenbank,2019-04-16
CAD,CZK,16.428,Raiffeisenbank,2019-04-16
CZK,CAD,0.05716245569909684,Raiffeisenbank,2019-04-16
CHF,CZK,21.898,Raiffeisenbank,2019-04-16
CZK,CHF,0.042885324641907537,Raiffeisenbank,2019-04-16
CNY,CZK,3.248,Raiffeisenbank,2019-04-16
CZK,CNY,0.28457598178713717,Raiffeisenbank,2019-04-16
DKK,CZK,3.327,Raiffeisenbank,2019-04-16
CZK,DKK,0.28224668360146765,Raiffeisenbank,2019-04-16
EUR,CZK,24.873,Raiffeisenbank,2019-04-16
CZK,EUR,0.03786874692316431,Raiffeisenbank,2019-04-16
GBP,CZK,28.796,Raiffeisenbank,2019-04-16
CZK,GBP,0.03261153143751631,Raiffeisenbank,2019-04-16
HRK,CZK,3.338,Raiffeisenbank,2019-04-16
CZK,HRK,0.2812939521800281,Raiffeisenbank,2019-04-16
HUF,CZK,0.07753,Raiffeisenbank,2019-04-16
CZK,HUF,12.113870381586915,Raiffeisenbank,2019-04-16
JPY,CZK,0.19618,Raiffeisenbank,2019-04-16
CZK,JPY,4.786979415988511,Raiffeisenbank,2019-04-16
NOK,CZK,2.584,Raiffeisenbank,2019-04-16
CZK,NOK,0.36337209302325585,Raiffeisenbank,2019-04-16
NZD,CZK,14.833,Raiffeisenbank,2019-04-16
CZK,NZD,0.06331117442228554,Raiffeisenbank,2019-04-16
PLN,CZK,5.811,Raiffeisenbank,2019-04-16
CZK,PLN,0.16162922256343945,Raiffeisenbank,2019-04-16
RON,CZK,5.219,Raiffeisenbank,2019-04-16
CZK,RON,0.17995321216483712,Raiffeisenbank,2019-04-16
RUB,CZK,0.34143,Raiffeisenbank,2019-04-16
CZK,RUB,2.750501966608906,Raiffeisenbank,2019-04-16
SEK,CZK,2.372,Raiffeisenbank,2019-04-16
CZK,SEK,0.39588281868566905,Raiffeisenbank,2019-04-16
TRY,CZK,3.776,Raiffeisenbank,2019-04-16
CZK,TRY,0.24875621890547267,Raiffeisenbank,2019-04-16
USD,CZK,22.002,Raiffeisenbank,2019-04-16
CZK,USD,0.04281188457915917,Raiffeisenbank,2019-04-16
AUD,CZK,15.86227,Fio banka,2019-04-16
CZK,AUD,0.05996738973346294,Fio banka,2019-04-16
CAD,CZK,16.614,Fio banka,2019-04-16
CZK,CAD,0.05725406088740359,Fio banka,2019-04-16
DKK,CZK,3.35058,Fio banka,2019-04-16
CZK,DKK,0.2838957307760006,Fio banka,2019-04-16
EUR,CZK,25.00387,Fio banka,2019-04-16
CZK,EUR,0.03804287660450587,Fio banka,2019-04-16
GBP,CZK,28.9731,Fio banka,2019-04-16
CZK,GBP,0.03283111575561962,Fio banka,2019-04-16
HRK,CZK,3.36423,Fio banka,2019-04-16
CZK,HRK,0.28274385951023107,Fio banka,2019-04-16
HUF,CZK,0.07804,Fio banka,2019-04-16
CZK,HUF,12.186205215695834,Fio banka,2019-04-16
CHF,CZK,22.0428,Fio banka,2019-04-16
CZK,CHF,0.04315327915295291,Fio banka,2019-04-16
JPY,CZK,0.19738,Fio banka,2019-04-16
CZK,JPY,4.81881264456438,Fio banka,2019-04-16
NOK,CZK,2.60471,Fio banka,2019-04-16
CZK,NOK,0.3651914150802143,Fio banka,2019-04-16
PLN,CZK,5.85,Fio banka,2019-04-16
CZK,PLN,0.16260136162380223,Fio banka,2019-04-16
RUB,CZK,0.34202,Fio banka,2019-04-16
CZK,RUB,2.753455586761386,Fio banka,2019-04-16
SEK,CZK,2.38923,Fio banka,2019-04-16
CZK,SEK,0.39812562455957357,Fio banka,2019-04-16
USD,CZK,22.11397,Fio banka,2019-04-16
CZK,USD,0.04301439734893666,Fio banka,2019-04-16
PLN,CZK,5.82,mBank,2019-04-16
CZK,PLN,0.16181229773462785,mBank,2019-04-16
USD,CZK,22.0012,mBank,2019-04-16
CZK,USD,0.04280418796175017,mBank,2019-04-16
AUD,CZK,15.7818,mBank,2019-04-16
CZK,AUD,0.05967299200381908,mBank,2019-04-16
CAD,CZK,16.5289,mBank,2019-04-16
CZK,CAD,0.05697583654772011,mBank,2019-04-16
EUR,CZK,24.8746,mBank,2019-04-16
CZK,EUR,0.037859857949812975,mBank,2019-04-16
HUF,CZK,0.077644,mBank,2019-04-16
CZK,HUF,12.129151201998884,mBank,2019-04-16
GBP,CZK,28.8225,mBank,2019-04-16
CZK,GBP,0.03267407932612979,mBank,2019-04-16
JPY,CZK,0.196359,mBank,2019-04-16
CZK,JPY,4.796048056401525,mBank,2019-04-16
DKK,CZK,3.3324,mBank,2019-04-16
CZK,DKK,0.2825976374837506,mBank,2019-04-16
CHF,CZK,21.9297,mBank,2019-04-16
CZK,CHF,0.04294407393251768,mBank,2019-04-16
NOK,CZK,2.5905,mBank,2019-04-16
CZK,NOK,0.36354382520812883,mBank,2019-04-16
SEK,CZK,2.3767,mBank,2019-04-16
CZK,SEK,0.39624361057177954,mBank,2019-04-16
USD,EUR,0.871383757406762,Slovenská sporiteľňa,2019-04-16
EUR,USD,1.1137,Slovenská sporiteľňa,2019-04-16
CZK,EUR,0.03841868684928349,Slovenská sporiteľňa,2019-04-16
EUR,CZK,25.26,Slovenská sporiteľňa,2019-04-16
PLN,EUR,0.2305156635393375,Slovenská sporiteľňa,2019-04-16
EUR,PLN,4.2098,Slovenská sporiteľňa,2019-04-16
HRK,EUR,0.132469631337016,Slovenská sporiteľňa,2019-04-16
EUR,HRK,7.3258,Slovenská sporiteľňa,2019-04-16
HUF,EUR,0.003075030750307503,Slovenská sporiteľňa,2019-04-16
EUR,HUF,315.59,Slovenská sporiteľňa,2019-04-16
BGN,EUR,0.5037529595486373,Slovenská sporiteľňa,2019-04-16
EUR,BGN,1.9265,Slovenská sporiteľňa,2019-04-16
GBP,EUR,1.142204454597373,Slovenská sporiteľňa,2019-04-16
EUR,GBP,0.8496,Slovenská sporiteľňa,2019-04-16
CHF,EUR,0.8685079034219212,Slovenská sporiteľňa,2019-04-16
EUR,CHF,1.1174,Slovenská sporiteľňa,2019-04-16
AUD,EUR,0.6252344629235964,Slovenská sporiteľňa,2019-04-16
EUR,AUD,1.5522,Slovenská sporiteľňa,2019-04-16
CAD,EUR,0.6548359635911205,Slovenská sporiteľňa,2019-04-16
EUR,CAD,1.4819,Slovenská sporiteľňa,2019-04-16
RUB,EUR,0.013554543482975493,Slovenská sporiteľňa,2019-04-16
EUR,RUB,71.596,Slovenská sporiteľňa,2019-04-16
JPY,EUR,0.007778469197261979,Slovenská sporiteľňa,2019-04-16
EUR,JPY,124.77,Slovenská sporiteľňa,2019-04-16
NOK,EUR,0.10262199189286264,Slovenská sporiteľňa,2019-04-16
EUR,NOK,9.4564,Slovenská sporiteľňa,2019-04-16
DKK,EUR,0.1319888073491368,Slovenská sporiteľňa,2019-04-16
EUR,DKK,7.3524,Slovenská sporiteľňa,2019-04-16
SEK,EUR,0.09417082587814295,Slovenská sporiteľňa,2019-04-16
EUR,SEK,10.305,Slovenská sporiteľňa,2019-04-16
RON,EUR,0.20699219639419594,Slovenská sporiteľňa,2019-04-16
EUR,RON,4.6884,Slovenská sporiteľňa,2019-04-16
CNY,EUR,0.12987856354308722,Slovenská sporiteľňa,2019-04-16
EUR,CNY,7.472,Slovenská sporiteľňa,2019-04-16
HKD,EUR,0.11115804450768102,Slovenská sporiteľňa,2019-04-16
EUR,HKD,8.7303,Slovenská sporiteľňa,2019-04-16
TRY,EUR,0.14997900293958846,Slovenská sporiteľňa,2019-04-16
EUR,TRY,6.4705,Slovenská sporiteľňa,2019-04-16
AUD,EUR,0.6244146113019045,VÚB banka,2019-04-16
EUR,AUD,1.5541,VÚB banka,2019-04-16
BGN,EUR,0.502992807202857,VÚB banka,2019-04-16
EUR,BGN,1.9255,VÚB banka,2019-04-16
CAD,EUR,0.6512536633018561,VÚB banka,2019-04-16
EUR,CAD,1.4901,VÚB banka,2019-04-16
CNY,EUR,0.1286239806549533,VÚB banka,2019-04-16
EUR,CNY,7.3954,VÚB banka,2019-04-16
CZK,EUR,0.03842311534619227,VÚB banka,2019-04-16
EUR,CZK,25.256,VÚB banka,2019-04-16
DKK,EUR,0.1322086781776356,VÚB banka,2019-04-16
EUR,DKK,7.3652,VÚB banka,2019-04-16
GBP,EUR,1.1419435879867534,VÚB banka,2019-04-16
EUR,GBP,0.8499,VÚB banka,2019-04-16
HRK,EUR,0.13250298131707963,VÚB banka,2019-04-16
EUR,HRK,7.324,VÚB banka,2019-04-16
HUF,EUR,0.003075030750307503,VÚB banka,2019-04-16
EUR,HUF,315.59,VÚB banka,2019-04-16
CHF,EUR,0.8698677800974253,VÚB banka,2019-04-16
EUR,CHF,1.1194,VÚB banka,2019-04-16
JPY,EUR,0.007793017456359103,VÚB banka,2019-04-16
EUR,JPY,124.95,VÚB banka,2019-04-16
NOK,EUR,0.1024905196269345,VÚB banka,2019-04-16
EUR,NOK,9.4685,VÚB banka,2019-04-16
PLN,EUR,0.23048378546569248,VÚB banka,2019-04-16
EUR,PLN,4.2105,VÚB banka,2019-04-16
RON,EUR,0.20700076590283384,VÚB banka,2019-04-16
EUR,RON,4.6881,VÚB banka,2019-04-16
RUB,EUR,0.013344542749242698,VÚB banka,2019-04-16
EUR,RUB,70.572,VÚB banka,2019-04-16
SEK,EUR,0.09424182452172274,VÚB banka,2019-04-16
EUR,SEK,10.333,VÚB banka,2019-04-16
TRY,EUR,0.14475341256170116,VÚB banka,2019-04-16
EUR,TRY,6.2503,VÚB banka,2019-04-16
USD,EUR,0.8691117677733357,VÚB banka,2019-04-16
EUR,USD,1.111,VÚB banka,2019-04-16
AUD,EUR,0.6253126563281641,Tatra banka,2019-04-16
EUR,AUD,1.552,Tatra banka,2019-04-16
CZK,EUR,0.03842754486415863,Tatra banka,2019-04-16
EUR,CZK,25.253,Tatra banka,2019-04-16
HRK,EUR,0.13246436708525408,Tatra banka,2019-04-16
EUR,HRK,7.326,Tatra banka,2019-04-16
DKK,EUR,0.13197835554968984,Tatra banka,2019-04-16
EUR,DKK,7.353,Tatra banka,2019-04-16
JPY,EUR,0.007774840615767376,Tatra banka,2019-04-16
EUR,JPY,124.82,Tatra banka,2019-04-16
ZAR,EUR,0.06233286999233306,Tatra banka,2019-04-16
EUR,ZAR,15.5687,Tatra banka,2019-04-16
CAD,EUR,0.6545787785559992,Tatra banka,2019-04-16
EUR,CAD,1.4825,Tatra banka,2019-04-16
HUF,EUR,0.0030763551344367194,Tatra banka,2019-04-16
EUR,HUF,315.46,Tatra banka,2019-04-16
NOK,EUR,0.10263989818122099,Tatra banka,2019-04-16
EUR,NOK,9.4548,Tatra banka,2019-04-16
PLN,EUR,0.23057944614817036,Tatra banka,2019-04-16
EUR,PLN,4.2087,Tatra banka,2019-04-16
RON,EUR,0.20693222969477498,Tatra banka,2019-04-16
EUR,RON,4.6897,Tatra banka,2019-04-16
RUB,EUR,0.01310083714349347,Tatra banka,2019-04-16
EUR,RUB,69.061,Tatra banka,2019-04-16
CHF,EUR,0.8684324793747287,Tatra banka,2019-04-16
EUR,CHF,1.1175,Tatra banka,2019-04-16
SEK,EUR,0.09418501704748809,Tatra banka,2019-04-16
EUR,SEK,10.3036,Tatra banka,2019-04-16
TRY,EUR,0.1499048104453672,Tatra banka,2019-04-16
EUR,TRY,6.4737,Tatra banka,2019-04-16
USD,EUR,0.8712319219376199,Tatra banka,2019-04-16
EUR,USD,1.1082,Tatra banka,2019-04-16
GBP,EUR,1.1424654404204273,Tatra banka,2019-04-16
EUR,GBP,0.8495,Tatra banka,2019-04-16
EUR,HUF,317.02,OTP Bank,2019-04-16
HUF,EUR,0.0030919547337826974,OTP Bank,2019-04-16
USD,HUF,280.45,OTP Bank,2019-04-16
HUF,USD,0.0034951592045017648,OTP Bank,2019-04-16
GBP,HUF,367.13,OTP Bank,2019-04-16
HUF,GBP,0.002669870511280203,OTP Bank,2019-04-16
AUD,HUF,200.48,OTP Bank,2019-04-16
HUF,AUD,0.004889258299515964,OTP Bank,2019-04-16
BGN,HUF,162.08,OTP Bank,2019-04-16
HUF,BGN,0.0060477774417901425,OTP Bank,2019-04-16
CAD,HUF,209.59,OTP Bank,2019-04-16
HUF,CAD,0.004676830979328407,OTP Bank,2019-04-16
CHF,HUF,279.41,OTP Bank,2019-04-16
HUF,CHF,0.0035080333964779345,OTP Bank,2019-04-16
CNY,HUF,41.8,OTP Bank,2019-04-16
HUF,CNY,0.02345215759849906,OTP Bank,2019-04-16
CZK,HUF,12.36,OTP Bank,2019-04-16
HUF,CZK,0.07930214115781127,OTP Bank,2019-04-16
DKK,HUF,42.47,OTP Bank,2019-04-16
HUF,DKK,0.023078698361412416,OTP Bank,2019-04-16
HRK,HUF,42.63,OTP Bank,2019-04-16
HUF,HRK,0.022993791676247412,OTP Bank,2019-04-16
JPY,HUF,2.5057,OTP Bank,2019-04-16
HUF,JPY,0.3911903923639635,OTP Bank,2019-04-16
MXN,HUF,14.85,OTP Bank,2019-04-16
HUF,MXN,0.066006600660066,OTP Bank,2019-04-16
NOK,HUF,33.0,OTP Bank,2019-04-16
HUF,NOK,0.0297000297000297,OTP Bank,2019-04-16
PLN,HUF,74.16,OTP Bank,2019-04-16
HUF,PLN,0.013217023526301877,OTP Bank,2019-04-16
RON,HUF,66.6,OTP Bank,2019-04-16
HUF,RON,0.014718869590815425,OTP Bank,2019-04-16
RSD,HUF,2.69,OTP Bank,2019-04-16
HUF,RSD,0.36496350364963503,OTP Bank,2019-04-16
RUB,HUF,4.36,OTP Bank,2019-04-16
HUF,RUB,0.2247191011235955,OTP Bank,2019-04-16
SEK,HUF,30.25,OTP Bank,2019-04-16
HUF,SEK,0.03240440699935191,OTP Bank,2019-04-16
TRY,HUF,48.3,OTP Bank,2019-04-16
HUF,TRY,0.020296326364927945,OTP Bank,2019-04-16
UAH,HUF,10.5,OTP Bank,2019-04-16
HUF,UAH,0.09337068160597571,OTP Bank,2019-04-16
ZAR,HUF,19.94,OTP Bank,2019-04-16
HUF,ZAR,0.049164208456243856,OTP Bank,2019-04-16
AUD,CZK,15.892,Česká spořitelna,2019-04-17
CZK,AUD,0.059855150535703595,Česká spořitelna,2019-04-17
GBP,CZK,28.926,Česká spořitelna,2019-04-17
CZK,GBP,0.03288391976323578,Česká spořitelna,2019-04-17
BGN,CZK,12.796,Česká spořitelna,2019-04-17
CZK,BGN,0.07433838834374071,Česká spořitelna,2019-04-17
DKK,CZK,3.353,Česká spořitelna,2019-04-17
CZK,DKK,0.28368794326241137,Česká spořitelna,2019-04-17
EUR,CZK,25.028,Česká spořitelna,2019-04-17
CZK,EUR,0.03800547278808148,Česká spořitelna,2019-04-17
HKD,CZK,2.823,Česká spořitelna,2019-04-17
CZK,HKD,0.33692722371967654,Česká spořitelna,2019-04-17
HRK,CZK,3.365,Česká spořitelna,2019-04-17
CZK,HRK,0.2826455624646693,Česká spořitelna,2019-04-17
JPY,CZK,0.19773,Česká spořitelna,2019-04-17
CZK,JPY,4.810698994563911,Česká spořitelna,2019-04-17
ZAR,CZK,1.572,Česká spořitelna,2019-04-17
CZK,ZAR,0.6049606775559588,Česká spořitelna,2019-04-17
CAD,CZK,16.582,Česká spořitelna,2019-04-17
